	Segment ID	Source Segment	Segment Origin	Ref	Ref_rating	MT_Z	MT_Z_rating	MT_Y	MT_Y_rating
55	56	In the healthcare sector, the 4,500 members of the Service Employees International Union Local 49 workers at Kaiser Permanente authorized a strike (with a 98 percent approval rate) if a deal isn't reached before their existing contract expires in October - which was only narrowly avoided with a new tentative agreement. 	b	의료계에서는 카이저 퍼머넌트의 노조인 서비스종업원 국제연맹49 지부의 회원 4,500명이 기존의 계약이 10월 만료되기 전까지 협상이 타결되지 않을 경우 파업하는 것을 (찬성 98%로) 승인했었다. 그러나 새 임시 합의가 체결되며 가까스로 이 상황을 피할 수 있었다.	1	의료 분야에서는 카이저 퍼머넌트의 4,500명의 서비스 직원 국제 연합 지역 49명의 근로자들이 10월에 기존 계약이 만료되기 전에 협상이 타결되지 않을 경우 파업(98%의 승인률로)을 승인했는데, 이는 새로운 잠정적인 합의로 간신히 피했다.	1	의료 분야에서는, 카이저 퍼머넌트의 4,500명의 국제노동조합(ISU) 회원들이 10월에 기존 계약이 만료되기 전에 협상이 타결되지 않으면 파업을 허가했다. 그러나 새로운 잠정 합의로 가까스로 피할 수 있었다.	2
56	57	Elsewhere in the industry, the Oregon Nurses Association, which represents more than 120 nurses at Astoria Hospital, has been deadlocked in contract negotiations with the hospital administration; their last contract expired in May, and the clock is ticking.	b	다른 지역의 동종 업계에서는 아스토리아 병원의 간호사 120명 이상을 대변하는 오리건간호사협회와 병원 경영진 간의 계약 협상이 교착상태에 빠졌다. 이들의 최종 계약은 5월에 만료되어 시간이 얼마 남지 않았다.	1	업계 다른 곳에서는 아스토리아 병원의 120명 이상의 간호사를 대표하는 오레곤 간호사 협회가 병원 행정부와의 계약 협상에서 교착 상태에 빠져 있습니다. 그들의 마지막 계약은 5월에 만료되었고 시계는 똑딱거리고 있다.	2	아스토리아 병원의 120명 이상의 간호사를 대표하는 오리건 간호사 협회는 지난 5월 마지막 계약이 만료되면서 병원 관리청과의 계약 협상에 교착 상태에 빠졌다.	3
57	58	Oregon has a really strong labor movement that is really building from the ground up, Burley explains. 	b	“오리건에서 정말 강력한 노동운동이 사회 밑바닥에서부터 차근차근 기반을 다지고 있다. “라고 벌리 씨는 설명했다.	2	"벌리는 ""오레곤은 정말 강력한 노동운동을 하고 있다""고 설명했다."	1	"벌리는 ""오레곤은 정말 원점에서부터 건설되고 있는 강력한 노동운동을 하고 있다""고 설명한다."	2
58	59	This is a part of the national wave of labor growth. 	b	이는 국지적으로 나타나는 노동력 증가 추세의 일환이다.	1	"""이것은 노동성장의 국가적 물결의 일부분이다."	1	"""이는 노동 성장의 국가적 물결의 한 부분입니다."	1
59	60	People are seeing a precarious economy where real wages are falling and the solution is collective action in the workplace.	b	사람들은 실질 임금이 하락하는 위태로운 경제 상황을 목격하고 있다. 이에 대한 해결책은 일터에서 집단적으로 행동하는 것이다.”	1	실질임금이 떨어지고, 해결책이 직장 내 집단행동인 불안정한 경제를 보고 있다고 말했다.	2	"국민들은 실질 임금이 떨어지고 있고 해결책은 직장 내 집단행동인 위태로운 경제를 보고 있다."""	2
60	61	It's unclear just how deeply such collective action may take root this fall, but it certainly would be fitting if the general strike returned to the Northwest in 2019. 	b	이런 집단 행동이 올 가을에 얼마나 깊게 뿌리 내릴지는 알 수 없으나, 총파업이 2019년 북서부 수준으로 복귀한다면 제대로 자리잡을 수 있을 것이다.	1	올 가을 이런 집단행동이 얼마나 깊이 뿌리내릴지는 분명치 않지만, 2019년 총파업이 북서부로 복귀한다면 확실히 적합할 것이다.	2	이런 집단행동이 올가을 얼마나 뿌리 깊게 뿌리내릴지는 미지수지만 2019년 총파업이 북서쪽으로 돌아간다면 적격일 것이다.	2
61	62	And from there we can only hope that its spirit will spread even further, into the heart of Midwestern farming, Southern manufacturing, Texan oil fields, Appalachian coal mines, Northeastern construction, the Silicon Valley tech giants, and everywhere in between. 	b	이를 시작으로 우리는 그 정신이 더욱더 확산되길 기대할 수 있다. 중서부 농업 중심지와 남부 제조업 지대, 텍사스 유전 지대, 애팔라치아 탄광 지대, 북동부 건설 지대, 실리콘밸리의 첨단 거대기업 지구 및 그 사이에 존재하는 모든 지역까지 말이다.	1	그리고 거기서부터 우리는 그 정신이 중서부 농업, 남부 제조업, 텍사스 유전, 애팔래치아 탄광, 북동부 건설, 실리콘 밸리 기술 대기업, 그리고 그 사이에 있는 모든 곳의 심장부로 더 확산되기를 바랄 뿐이다.	1	그리고 거기서부터 우리는 그 정신이 더욱 확산되기를 바랄 뿐입니다 중서부 농업, 남부 제조업, 텍사스 유전, 애팔래치아 탄광, 북동부 건설, 실리콘 밸리 기술 대기업, 그리고 그 사이의 모든 곳.	2
62	63	Lord knows that something's gotta give.	b	신은 어떤 건 줘야 한다는 걸 알고 있다.	2	신은 뭔가가 줄 수 있다는 걸 아신다.	1	뭔가 주는 게 있다는 걸 주님은 알고 계시지	2
63	64	School strikers around the world march to demand action on climate	a	전세계 기후 학교 파업 시위자들, 기후 행동 요구하며 행진해	2	전 세계 학교 파업자들이 기후에 대한 조치를 요구하기 위해 행진하고 있다.	1	전 세계의 학교 파업자들이 기후에 대한 조치를 요구하기 위해 행진한다.	1
64	65	Children around the world launched another wave of school strikes demanding action on climate change Friday, in their first major action since the issue topped world leader's agenda at the United Nations this week.	a	전세계 어린이들이 기후 변화에 대한 행동을 촉구하기 위해 학교 파업의 물결을 다시 시작했다. 이는 이번 이슈가 이번 주 UN에 모인 세계 정상들의 핵심 어젠다로 부상한 이래 펼쳐진 그들의 첫 주요 행보이다.	2	전 세계 어린이들이 이번 주 유엔에서 이 문제가 세계 지도자의 의제를 상회한 이후 처음으로 기후변화에 대한 조치를 요구하는 또 다른 학교 파업에 돌입했다.	2	전 세계 어린이들이 금요일 기후변화에 대한 조치를 요구하는 또 다른 파업에 돌입했는데, 이는 이번 주 유엔에서 기후변화가 세계 지도자의 의제에서 1위를 차지한 이후 첫 번째 주요 조치였다.	1
65	66	The Fridays for Future movement that began as a lone demonstration by Swedish teen Greta Thunberg just over a year ago has mushroomed, with millions of students taking to the streets of cities like New York and attracting attention in developing nations across Africa.	a	바로 1년 전 그레타 툰베리라는 한 스웨덴의 십대 소녀의 1인 시위로 시작된 미래를 위한 금요일 운동이 우후죽순 번져, 수백만 명의 학생들이 뉴욕같은 대도시의 거리를 점령했고 아프리카의 여러 개발도상국가들이 주목하고 있다.	1	1년 전 스웨덴의 10대 그레타 툰버그의 단독 시위로 시작된 미래 운동을 위한 금요일은 수백만 명의 학생들이 뉴욕과 같은 도시 거리로 나와 아프리카 전역의 개발도상국에서 관심을 끌고 있는 등 급증했다.	2	불과 1년 전 스웨덴의 10대 그레타 툰버그가 단독 시위를 벌이면서 시작된 '미래의 금요일' 운동은 수백만 명의 학생들이 뉴욕과 같은 도시의 거리로 나와 아프리카 전역의 개발도상국에서 관심을 모으고 있다.	1
66	67	Some of the first protests began in New Zealand, where Thunberg said organizers estimated 170,000 people marched across the country.	a	뉴질랜드에서 최초의 시위가 시작되었는데, 툰베리에 따르면 17만 명으로 추산되는 인파가 뉴질랜드를 행진했다.	2	첫 번째 시위 중 일부는 뉴질랜드에서 시작되었는데, 툰버그는 주최측이 17만 명의 사람들이 전국을 행진했다고 말했다.	1	첫 번째 시위 중 일부는 뉴질랜드에서 시작되었는데, 툰버그는 주최측이 17만 명이 전국을 행진했다고 말했다.	1
67	68	There were also marches in cities in Italy, Finland, Nigeria, Austria and India, among other countries.	a	또한 이탈리아, 핀란드, 나이지리아, 오스트리아, 인도를 위시한 많은 나라에서 행진이 이어졌다.	2	이탈리아, 핀란드, 나이지리아, 오스트리아, 인도의 도시에서도 행진이 있었습니다.	1	이탈리아, 핀란드, 나이지리아, 오스트리아, 인도 등에서도 행진이 있었다.	2
68	69	Friday's protest followed a week of climate talks at the United Nations in New York, which included a scathing speech by Thunberg to world leaders reprimanding them for inaction.	a	금요일에 벌어진 시위는 뉴욕에 위치한 UN에서 개최된 일주일간의 기후 회의에서 행동하지 않는 세계 정상들 향하여 신랄하게 비판한 툰베리의 연설이 있은 뒤였다.	2	금요일의 시위는 뉴욕의 유엔에서 일주일간의 기후 회담에 이은 것으로, 툰버그가 세계 지도자들에게 무반응을 이유로 그들을 비난하는 신랄한 연설을 포함했다.	1	금요일 뉴욕 유엔에서 기후회담이 일주일 동안 열린 데 이어, 툰버그는 세계 지도자들에게 자신들의 행동을 질책하는 통렬한 연설을 했다.	2
69	70	You have stolen my dreams and my childhood with your empty words, she said on Tuesday.	a	"툰베리는 “당신들은 의미없는 말들로 나의 꿈과 어린 시절을 빼앗아 갔다""라고 화요일 밝혔다."	2	"그녀는 20일 ""당신은 공허한 말로 내 꿈과 어린 시절을 훔쳤다""고 말했다."	3	"""당신은 당신의 공허한 말로 나의 꿈과 어린 시절을 훔쳤습니다,""라고 그녀는 화요일에 말했다."	1
70	71	The eyes of all future generations are upon you and if you choose to fail us, I say we will never forgive you.	a	“미래 세대가 모두 당신을 주시하고 있다. 만약 우리를 실망시킬 선택을 한다면 난 이 자리에서 우리가 절대 당신을 용서하지 않을 거라고 말할 것이다.”	1	모든 미래 세대의 눈이 당신에게 달려 있고 만약 당신이 우리를 실패하기로 선택한다면, 나는 우리가 결코 당신을 용서하지 않을 것이라고 말한다.	2	모든 후세의 시선이 당신을 주시하고 있는데, 만약 당신이 우리를 실망시키기로 선택한다면, 우리는 당신을 절대 용서하지 않을 것입니다.	1
71	72	Citing a U.N.-backed report released last year, demonstrators are demanding governments implement measures to prevent global temperatures from rising more than 2.7 degrees, which scientists warn result in dire consequences for human life and the planet.	a	지난해 공개된 UN 후원 보고서에 따르면, 시위자들은 지구 온도가 2.7도 이상 상승하지 않도록 정부가 적절한 조치를 취해야 한다고 요구하고 있다. 그렇지 않으면 인간의 삶과 지구 전체에 재앙을 초래할 결과를 초래한다고 과학자들은 말한다.	1	시위대는 지난해 발표된 유엔의 지원을 받는 보고서를 인용해 지구 기온이 2.7도 이상 오르는 것을 막기 위한 조치를 시행할 것을 정부에 요구하고 있는데, 과학자들은 이를 통해 인간과 지구에 심각한 결과를 초래할 것이라고 경고하고 있다.	2	시위대는 지난해 유엔이 지지한 보고서를 인용, 지구온도가 2.7도 이상 상승하는 것을 막기 위한 조치들을 정부에 요구하고 있으며, 이는 인류와 지구에 심각한 결과를 초래할 것이라고 과학자들은 경고하고 있다.	2
72	73	Thunberg and the young people she has inspired say they will not stop their weekly classroom walkouts until they see a reduction in greenhouse gas emissions responsible for climate change.	a	툰베리와 그녀의 영향을 받은 학생들은 기후 변화의 원인인 온실가스 배출량이 감소되기 전까지 매주 학교 수업을 거부할 것이라고 밝혔다.	1	툰버그와 그녀가 영감을 준 젊은이들은 기후변화에 책임이 있는 온실가스 배출량이 감소할 때까지 매주 교실 파업을 중단하지 않을 것이라고 말한다.	2	썬버그와 그녀가 영감을 준 젊은이들은 기후변화에 책임이 있는 온실가스 배출 감소를 볼 때까지 매주 교실 파업을 멈추지 않을 것이라고 말한다.	2
73	74	In Nigeria's capital Abuja, Oladosu Adenike marked her 46th consecutive strike on Friday.	a	나이지리아의 수도 아부자에서는 올라도수 아데니케가 미래를 위한 금요일 운동을 연속 46주째 이어나가고 있다.	2	나이지리아 수도 아부자에서 올라도스 아데니케가 28일 46연패를 기록했다.	3	나이지리아 수도 아부자에서 올라도수 아데니케는 4일(현지시간) 46번째 연속 파업을 기록했다.	1
74	75	"The activist posted images on Twitter of students dressed in blue school uniforms carrying banners with messages, ""Climate change is real"" and ""We don't have time."""	a	환경 운동가인 아데니케는 “기후 변화는 현실이다” 혹은 “우리는 시간이 없다”라는 메시지를 적은 플래카드를 들고 있는 파란색 교복을 입은 학생들의 사진을 트위터에 게재했다.	1	"이 운동가는 트위터에 ""기후 변화는 현실"" ""우리는 시간이 없다""는 메시지가 적힌 현수막을 들고 있는 푸른 교복을 입은 학생들의 사진을 올렸다."""	1	"이 운동가는 파란 교복을 입은 학생들이 '기후 변화는 현실이다' '시간이 없다'는 글과 함께 현수막을 들고 있는 모습을 트위터에 올렸다."""	1
75	76	In Lausanne, Switzerland, where hundreds of climate strike organizers gathered in August planning for this week's events, thousands of people marched through the city, according to local reports.	a	지역 매체에 따르면, 지난 8월 수백 명의 기후 파업 주최자들이 이번 주에 있던 시위를 계획하기 위해 모였었던 스위스 로잔에서 수천 명이 도심을 행진했다.	2	지난 8월 수백 명의 기후파업 주최자들이 이번 주 행사를 위해 모인 스위스 로잔에서는 수천 명의 사람들이 시내를 행진했다고 현지 보도가 보도했다.	1	현지 보도에 따르면 지난 8월 수백 명의 기후파업 주최자들이 이번 주 행사를 위해 모인 스위스 로잔에서는 수천 명의 사람들이 도시를 행진했다고 한다.	2
76	77	Thousands more were expected to take to the streets of Helsinki, Finland, where local media reported that the city's school would allow students to participate.	a	지역 매체에 따르면, 추가로 수천 명이 핀란드 헬싱키의 거리를 점령할 것이며, 헬싱키 학교에서는 학생들이 시위에 참여하는 것을 허락할 예정이었다.	2	수천 명이 더 핀란드 헬싱키 거리로 이동할 것으로 예상되었는데, 현지 언론은 이 도시의 학교가 학생들의 참여를 허용할 것이라고 보도했다.	1	핀란드 헬싱키에서는 수천 명이 더 거리로 나올 것으로 예상되었으며, 현지 언론들은 헬싱키 학교가 학생들의 참여를 허용할 것이라고 보도했다.	1
77	78	Thunberg, who remains in North America following her visit to the U.N., was scheduled to participate in climate strikes in Montreal, Canada.	a	UN 방문 이후 아직 북미에 있는 툰베리는 캐나다 몬트리올에서 열릴 기후 시위에 참여할 예정이었다.	1	유엔 방문에 이어 북미에 남아 있는 툰버그는 캐나다 몬트리올에서 열리는 기후파업에 참가할 예정이었다.	2	유엔 방문 이후 북미에 머물고 있는 툰버그는 캐나다 몬트리올에서 기후 파업에 참여할 예정이었다.	2
78	79	Meghan to 'fulfil her heart's desires' and refuses let own needs 'fade away' amid her royal duties	b	메건, “내 가슴이 원하는 일 할 것”, 그리고 왕실의 의무 때문에 사적인 의무를 “저버리지” 않을 것	2	메한은 왕실의 의무 속에서 '마음의 욕망을 충족시키고' 자신의 필요를 '사라지게' 하는 것을 거부한다.	1	Meghan은 '마음의 욕망을 충족시키고' 그녀의 왕실 의무 속에서 '사라지는' 욕구를 거부한다.	1
79	80	Meghan Markle is determined to 'fulfil her heart's desires' and not let her own needs 'fade away' now she's a member of the Royal Family - and wants to be a role model for young boys as well as girls.	b	메건 마클은 왕실의 일원이 된 지금 ‘내 가슴이 원하는 일을 할 것’이며 사적인 의무를 ‘저버리지’ 않겠다고 결심했다. 그리고 어린 소년과 소녀들의 롤모델이 되고자 한다.	2	메한 마클은 '마음의 욕망을 충족시키기'로 결심하고 있으며, 이제 그녀는 왕실의 일원이 되었고, 소녀들뿐만 아니라 어린 소년들의 역할 모델이 되기를 원한다.	1	메건 마클은 '마음의 욕망을 충족시키고' 그녀가 왕실 가족이 된 지금 자신의 욕구를 사라지게 하지 않기로 결심했으며, 소녀들뿐만 아니라 어린 소년들의 롤모델이 되고 싶어한다.	2
80	81	The Duchess of Sussex, 38, reportedly made the remarks during an event for inspiring female entrepreneurs at Woodstock Exchange in Cape Town earlier this week during her tour of South Africa with husband Prince Harry.	b	서식스 공작 부인인 메건(38)은 이번 주 초 남편 해리 왕자와 함께 남아프리카를 순방하던 중, 케이프타운의 우드스톡 익스체인지에서 열린 영향력 있는 여성 기업가들을 위한 한 행사에서 이와 같이 발언한 것으로 알려졌다.	1	서섹스 공작부인(38)은 이번 주 초 남편 해리 왕자와 함께 남아프리카공화국을 순방하던 중 케이프타운 우드스톡 거래소에서 여성 기업가들에게 영감을 준 행사에서 이같이 말한 것으로 알려졌다.	2	서섹스 공작부인(38)은 이번 주 초 남편 해리 왕자와 남아프리카를 순방하는 동안 케이프타운 우드스탁 거래소에서 열린 여성 사업가들에게 영감을 주기 위한 행사에서 이같이 말한 것으로 알려졌다.	2
81	82	Woodstock Exchange, the UK-SA Tech Hub, focuses on skills development and access to markets by assisting entrepreneurs, particularly women, to acquire skills, resources and support.	b	영국-남아프리카 테크 허브인 우드스톡 익스체인지는 기업가들 중에서도 특히 여성 사업가들에게 필요한 기술, 자원, 후원을 제공해 그들이 기술을 습득하고 시장에 진출할 수 있도록 하는 데 초점을 두고 있다.	2	UK-SA Tech Hub인 Woodstock Exchange는 기업가, 특히 여성이 기술, 자원 및 지원을 획득할 수 있도록 지원함으로써 기술 개발 및 시장 접근에 중점을 둡니다.	1	UK-SA Tech Hub인 Woodstock Exchange는 기업가, 특히 여성이 기술, 자원 및 지원을 획득할 수 있도록 지원함으로써 기술 개발 및 시장 접근에 초점을 맞춥니다.	1
82	83	The Ladies Who Launch meeting saw the former actress, 38, meet with several women who have set up their own businesses in industries such as technology, conservation and fashion and praise them for 'empowering the next generation' of creative minds.	b	더 레이디스 후 런치 모임에서 전직 여배우인 메건(38)은 테크놀로지, 보호, 패션 등의 분야에서 창업한 여러 여성 기업가들을 만나 그들이 “차세대의 창의적인 마인드를 강화시키고 있다”며 찬사를 표했다.	1	‘출발하는 숙녀들’ 모임에서는 전 여배우(38)가 기술, 보존, 패션 등 산업에 자사 사업을 시작한 여러 여성들을 만나 ‘다음 세대를 힘내라’는 창의적인 마음을 칭찬하는 모습을 봤다.	1	론칭한 여주인공 모임에서는 38세의 전 여배우가 기술, 보존, 패션과 같은 산업 분야에서 자신의 사업을 세운 여러 여성들을 만나 '차세대 창의적 마인드에 힘을 실어준다'고 칭찬하는 모습을 볼 수 있었다.	1
83	84	During a conversation with the female tech founders Meghan, who has campaigned vigorously for the empowerment of young women and girls, said she hopes to do the same for young men.	b	젊은 여성과 어린 소녀의 역량 강화를 적극 홍보하고 있는 메건은 여성 테크 기업 대표들과 대화하면서 젊은 남성들을 위해서도 이런 일을 하고 싶다고 말했다.	2	젊은 여성과 소녀들의 힘을 얻기 위해 강력하게 캠페인을 벌여온 여성 기술 설립자 메한과의 대화에서 그녀는 젊은 남성들을 위해 같은 일을 하기를 희망한다고 말했다.	3	젊은 여성들과 소녀들의 힘을 얻기 위해 힘차게 캠페인을 벌여온 여성 기술 창업자 메건과의 대화에서, 그녀는 젊은 남성들에게도 똑같이 하고 싶다고 말했다.	1
84	85	Mother-of-two Naadiya Moosajee, a South African engineer, social entrepreneur and co-founder of Women in Engineering, revealed: 'We acknowledged the importance of not just education for girls but being role models for boys - that we are women who are influential and who boys can look up to as well,' People reports.	b	남아공 출신 공학자이자 기업가이며 위민 인 엔지니어링의 공동설립자인 두 아이의 엄마 나디야 무사지는 다음과 같이 말했다. “우리는 소녀들을 교육시키는 것뿐만 아니라 소년들의 롤모델이 되는 것도 중요하다는 걸 안다. 왜냐하면 우리는 영향력 있는 여성들이고, 소년들이 존경할 수 있는 사람들이기 때문이다.”라고 피플지(People)는 보도했다.	2	남아프리카의 엔지니어, 사회적 기업가, 공학 분야의 공동 설립자인 두 아이의 어머니 나디야 무사지는 '우리는 소녀들을 위한 교육뿐만 아니라 소년들을 위한 역할 모델이 되는 것의 중요성을 인정했다. 우리는 영향력 있고 소년들이 존경할 수 있는 여성이다'라고 사람들은 보고한다.	2	남아프리카의 엔지니어이자 사회적 기업가이자 여성 공학 분야의 공동 설립자인 Naadiya Mosajee는 '우리는 여자아이들을 위한 교육뿐만 아니라 남자아이들을 위한 역할 모델이 되는 것의 중요성을 인정했습니다 - 우리는 영향력 있고 남자아이들도 존경할 수 있는 여자입니다'라고 밝혔다.	1
85	86	'We both have sons, and we were bearing in mind that we are not just role models for girls but boys - and not just our sons, but generally in public too.'	b	“우리에게는 아들도 있다. 그래서 우리는 소녀들뿐 아니라 소년들에게도 본보기가 되어야 한다는 걸 명심하고 있다. 그리고 내 아들뿐 아니라 일반 대중에게도 말이다.”	2	'우리 둘 다 아들이 있고, 우리는 단지 소녀들을 위한 역할 모델일 뿐만 아니라 소년들을 위한 역할 모델일 뿐 아니라, 일반적으로 공공장소에서도 그렇다는 것을 염두에 두고 있었다.'	3	'우리 둘 다 아들이 있고, 우리는 단지 여자아이들뿐만 아니라 남자아이들의 롤모델이라는 것을 염두에 두고 있었다. 그리고 우리 아들들뿐만 아니라 일반 대중들 앞에서도 마찬가지이다.'	1
86	87	She added that having Meghan present 'didn't feel hierarchical', as it was 'women gathered together and a talk about the struggles we have, as well as the things we need to do to move forward and grow and change our societies'.	b	또한 그녀는 메건의 존재가 “위계적으로 느끼지 않았다”, 왜냐하면 여기는 “여성들이 모인 자리이고 우리의 투쟁이나 우리가 앞으로 성장하고 사회를 바꾸기 위해 해야 할 일에 대해 대화하는 자리였기 때문”이라고 덧붙였다.	2	그녀는 메건이 '여성들이 함께 모여 우리가 가진 투쟁과 앞으로 나아가고 성장하고 사회를 변화시키기 위해 우리가 해야 할 일들에 대한 이야기'였기 때문에 '계층적인 느낌을 받지 못했다'고 덧붙였다.	3	그녀는 메건이 참석하는 것이 '여성들이 함께 모여서 우리가 가진 투쟁과 앞으로 나아가고 성장하고 사회를 변화시키기 위해 해야 할 일들에 대해 이야기하는 것'이었기 때문에 '위계적으로 느껴지지 않았다'고 덧붙였다.	1
87	88	Matsi Modise, founder of skills training company Simodisa, said Meghan is determined to continue to champion the issues close to her heart despite being a member of the Fold.	b	기술 교육 기업인 시모디사의 설립자인 마시 모디세는 메건이 왕실의 일원임에도 불구하고 계속해서 이 사안들을 위해 싸우겠다는 의지를 보였다고 말했다.	3	기술 훈련 회사인 시모디사의 설립자인 마시 모디스는 메건이 폴드의 일원임에도 불구하고 가슴에 가까운 문제들을 계속 옹호할 것이라고 말했다.	1	기술 훈련 회사 시모디사의 설립자인 마츠이 모디세는 메건이 폴드의 멤버임에도 불구하고 자신의 마음 속 깊은 곳에 있는 문제들을 계속 옹호할 것이라고 말했다.	2
88	89	'She talked about being a mother and having duties as a duchess and fulfilling what her heart desires - and that it can't just fade away now that you're a duchess,' Modise recalled.	b	“메건은 엄마가 되는 것, 공작 부인으로서의 의무, 자신의 가슴이 원하는 일을 하는 것 등에 대해 말하며, 공작부인이 됐다고 해서 그게 갑자기 사라질 수는 없다고 말했다.”라고 모디세는 회상했다.	3	'그녀는 엄마가 되고 공작부인으로서의 의무를 가지고 그녀의 마음이 원하는 것을 성취하는 것에 대해 이야기했고, 당신이 공작부인이기 때문에 그것이 그냥 사라질 수는 없다고 말했다.'라고 모디스는 회상했다.	2	'그녀는 엄마가 되어 공작부인으로서의 의무를 갖고 그녀의 마음이 원하는 것을 성취하는 것에 대해 이야기했다 - 그리고 당신이 공작 부인이 된 지금 그냥 사라질 수는 없다'고 모디스는 회상했다.	1
89	90	'That you have to be true to who you are.'	b	“자기 자신에게 진실해야 한다고 말했다.”	3	'자신의 모습에 충실해야 한다는 것.'	2	'당신이 누구인지 진실해야 한다'	1
90	91	She said the duchess pushed them to plough ahead with their new ideas and spoke about how they have to keep pushing and going forward, knowing they are doing it for others who will follow.	b	메건 공작 부인은 그들이 새로운 아이디어를 추진하도록 장려했고, 자신을 따르는 이들을 위한 일임을 인지하고 쉬지 않고 계속 전진해야 하는 이유에 대해 말했다고 모디세는 밝혔다.	3	그녀는 공작부인이 새로운 아이디어를 강행하도록 강요했고, 그들이 따라올 다른 사람들을 위해 그것을 하고 있다는 것을 알고 어떻게 계속 밀고 나아가야 하는지에 대해 말했다고 말했다.	1	그녀는 공작부인이 그들의 새로운 아이디어를 밀고 나가게 했으며, 그들이 어떻게 계속 밀고 나아가야 하는지에 대해 이야기했고, 그들이 그것을 따를 다른 사람들을 위해 하고 있다는 것을 알았다고 말했다.	2
91	92	'She wasn't referring to being a royal, but life in general when you have challenges,' Modise added, admitting she felt a bit 'awestruck' by Meghan.	b	모디세는 “메건은 왕족으로서의 삶이 아니라 어려움을 겪는 보통의 삶에 대해 말했다”고 덧붙이며 자신이 메건에게 약간 “압도당했음”을 인정했다.	1	"""그녀는 왕족이 되는 것을 말하는 것이 아니라, 여러분이 도전을 할 때 일반적으로 삶을 말하는 것이었다.""라고 모디스는 메한에게 약간 '엄청난' 느낌을 받았다고 인정하면서 덧붙였다."	1	"모디스는 ""그녀는 왕족인 것이 아니라 도전이 있을 때의 삶을 말하는 것이었다""며 ""그녀는 메건에게 약간 '놀라움'을 느꼈다고 인정했다."	2
92	93	'She radiates grace and she is taking this task that she has with such grace,' Modise said.	b	“메건은 기품이 넘치는 사람이고, 자신이 맡은 이 문제를 임함에 있어 우아함을 잃지 않는다.”고 모디세는 말했다.	1	'그녀는 은총을 발산하고 그녀는 그런 은총으로 가지고 있는 이 일을 하고 있다'고 모디스는 말했다.	2	"""그녀는 우아함을 발산하고 그녀가 가지고 있는 이 일을 아주 우아하게 받아들이고 있습니다.""라고 모디스는 말했다."	3
93	94	A lot of us have done amazing things as founders, but meeting a royal is quite daunting.	b	우리 대부분이 설립자로서 놀라운 일을 많이 했지만, 왕족을 만나는 건 상당히 벅찬 일이다.	1	우리들 중 많은 사람들이 설립자로서 놀라운 일을 해왔지만, 왕실을 만나는 것은 꽤 위압적이다.	3	많은 사람들이 창업자로서 놀라운 일들을 해냈지만, 왕족과 만나는 것은 상당히 힘듭니다.	2
94	95	She made it easy.	b	메건이 수월하게 만들어줬다.	3	그녀는 쉽게 해냈다.	1	그녀는 쉽게 만들었다.	2
95	96	She is an easy-going royal.'	b	그녀는 정말 소박한 왕족이다.”	1	그녀는 쉽게 왕족이다.'	2	그녀는 털털한 왕족입니다.'	1
96	97	Meghan also revealed she's enjoying the pressures of being a working mother, admitting she finds juggling being a royal and looking after baby Archie 'a lot' but 'all so exciting'.	b	메건은 워킹맘에게 오는 압박마저도 즐기고 있다고 밝혔고, 왕족으로서 할일과 어린 아치를 돌보는 일을 동시에 하는 게 “버겁”지만 “둘다 매우 신나는 일”이라고 말했다.	1	메한은 또한 그녀가 일하는 엄마가 되는 압박감을 즐기고 있다고 밝히면서, 그녀가 저글링이 왕족이라는 것을 인정하고 아기 아치를 '많이' 돌보고 있지만, '너무 흥분된다'고 말했다.	2	메건은 또한 자신이 워킹맘이 되어야 한다는 압박감을 즐기고 있다고 밝히면서 저글링이 왕족이고 아기 아치를 '많이' 돌본다는 것을 인정하지만 '모두 너무 흥분된다'고 말했다.	2
97	98	Speaking to mother-of-two Lara Rosmarin, CEO of Cape Innovation and Technology, Meghan said: 'We're only five months in right now.	b	메건은 케이프 이노베이션 앤 테크놀로지의 CEO이자 두 아이의 엄마인 라라 로스마린에게 이렇게 말했다. “우리는 이제 겨우 5개월 됐다.	2	메한은 케이프 혁신 기술 CEO인 두 아이의 엄마 라라 로스마린과의 인터뷰에서 '우리는 지금 5개월밖에 안 남았어.	3	"메건은 케이프 이노베이션 앤드 테크놀로지의 CEO인 라라 로스마린과의 인터뷰에서 ""우리는 지금 겨우 5개월밖에 남지 않았다""고 말했다."	1
98	99	Being a working mum and travelling as well with a baby, my goodness it's a lot, but it's all so exciting.	b	워킹맘이 되고 아기와 돌아다니는 건 세상에나 정말 벅차다, 그러지만 둘다 정말 즐겁다.”	1	일하는 엄마로서 아기와 함께 여행하는 것, 세상에, 정말 많은 일이긴 하지만, 모든 것이 너무 흥미진진해.	2	일하는 엄마로서, 아이와 함께 여행한다는 것, 세상에, 많은 일이지만, 모든 것이 너무 신나요.	2
99	100	"'There are days when it's a lot to juggle but then you meet someone and you have an impact on them and you say ""ah-ha,"" and it's so rewarding.'"	b	“모든 걸 해내는 게 때로는 힘들지만 또 어떤 때에는 우리가 누군가를 만나 그들에게 영향을 주고 그걸 보며 ‘아하’라고 깨닫는다. 참 보람찬 일이다.”	1	"'저글링할 것이 많지만, 그 다음에 누군가를 만나 그들에게 영향을 미치고 ""아하""라고 말하는 날이 있는데, 그것은 매우 보람이 있다.'"	2	'저글링하기 힘든 날도 있지만 누군가를 만나서 영향을 주고 '아하'라고 말하면 보람이 있다'고 했다.	2
