	Segment ID	Before_tokens	After_tokens	TER
70	71	""" 캐주얼 한 저녁 식사 에 초대 하 는 것 은 매끈 한 슈퍼카 를 위한 합리 적 인 거래 처럼 들리 지 않 을 수 도 있 다 ."	""" 무심코 저녁 식사 에 초대 하 는 것 은 매끈 한 슈퍼카 를 위한 합리 적 인 거래 처럼 들리 지 않 을 수 도 있 다 . """	0.1
71	72	""" 하지만 트리스탄 이 한 짓 을 보 고 나 서 클로이 가 자신 을 위해 레드카 펫 을 걷 어 낼 거 라고 는 기대 할 수 없 어 . """	""" 하지만 트리스탄 이 한 짓 을 보 고 나 서 클로이 가 자신 을 위해 레드카 펫 을 걷 어 낼 거 라고 는 기대 할 수 없 어 . """	0.0
72	73	그 커플 은 17 개월 된 트루 에게 엄마 와 아빠 다 .	그 커플 은 17 개월 된 트루 에게 엄마 와 아빠 다 .	0.0
73	74	클로이 카다시안 은 카다시안 시리즈 16 트레일러 에서 남자 친구 트리스탄 톰슨 을 속이 는 것 에 눈물 을 흘리 며 비명 을 지른다 .	클로이 카다시안 은 카다시안 시리즈 16 트레일러 에서 남자 친구 트리스탄 톰슨 을 속이 는 것 에 눈물 을 흘리 며 비명 을 지른다 .	0.0
74	75	"선 은 지난달 트리스탄 이 클로이 를 그리스 로 로맨틱 한 여행 을 초대 할 계획 이 라고 밝혔 다 . "" 가족 을 되찾 을 것 이 다 . """	"선 은 지난달 트리스탄 이 클로이 를 그리스 로 로맨틱 한 여행 을 초대 할 계획 이 라고 밝혔 다 . "" 가족 을 되찾 을 것 이 다 . """	0.0
75	76	클로이 는 그 들 의 로맨스 내내 트리스탄 의 거듭 된 부정행위 로 가슴 이 아팠 지만 , 올해 초 딸 트루 의 첫 생일 파티 에 그 를 초대 했 다 .	클로이 는 그 들 의 로맨스 내내 트리스탄 의 거듭 된 부정행위 로 가슴 이 아팠 지만 , 올해 초 딸 트루 의 첫 생일 파티 에 그 를 초대 했 다 .	0.0
76	77	그러나 이 스타 의 가족 리얼리티 쇼인 ' 카다시안 과 함께 지내 기 ' 는 나중 에 클로이 가 그 의 부정행위 를 받아들이 려고 애쓰 면서 이 행사 가 눈물 을 흘리 며 끝 났 다는 것 을 보여 주 었 다 .	그러나 이 스타 의 가족 리얼리티 쇼인 ' 카다시안 과 함께 지내 기 ' 는 나중 에 클로이 가 그 의 부정행위 를 받아들이 려고 애쓰 면서 이 행사 가 눈물 을 흘리 며 끝 났 다는 것 을 보여 주 었 다 .	0.0
77	78	사랑 스러운 사진 들 은 갓 태어난 코뿔소 가 그녀 의 어머니 를 비비 고 새로운 집 을 탐험 하 는 것 을 보여준다 .	사랑 스러운 사진 들 은 갓 태어난 코뿔소 가 그녀 의 어머니 를 비비 고 새로운 집 을 탐험 하 는 것 을 보여준다 .	0.0
78	79	베이비 스텔라 는 이달 초 옥스퍼드셔 코츠 월드 야생동물 공원 에서 세계 로 환영 을 받 았 으며 , 부모 몬티 와 루비 사이 에서 태어난 최초 의 여성 이 다 .	베이비 스텔라 는 이달 초 옥스퍼드셔 코츠 월드 야생동물 공원 에서 세계 로 환영 을 받 았 으며 , 부모 몬티 와 루비 사이 에서 태어난 최초 의 여성 이 다 .	0.0
79	80	건강 하 고 간호 도 잘 하 는 이 젊은이 는 어머니 와 함께 짚 밭 위 에 쉬 기 전 에 그녀 의 울타리 에 대해 궁금해하 는 모습 을 볼 수 있 다 .	건강 하 고 간호 도 잘 하 는 이 젊은이 는 어머니 와 함께 짚 밭 위 에 쉬 기 전 에 그녀 의 울타리 에 대해 궁금해하 는 모습 을 볼 수 있 다 .	0.0
80	81	어머니 루비 는 몬티 와 함께 공원 최초 의 송아지 를 생산 하 기 를 바라 며 낸 시라 는 또 다른 여성 과 함께 2009 년 에 야생 동물 공원 에 합류 했 습니다 .	어머니 루비 는 몬티 와 함께 공원 최초 의 송아지 를 생산 하 기 를 바라 며 낸 시라 는 또 다른 여성 과 함께 2009 년 에 야생 동물 공원 에 합류 했 습니다 .	0.0
81	82	낸시 는 2013 년 아스트리드 라는 여성 을 낳 았 고 , 스텔라 는 49 년 역사 상 이 공원 에서 태어난 세 번 째 여성 송아지 가 되 었 다 .	낸시 는 2013 년 아스트리드 라는 여성 을 낳 았 고 , 스텔라 는 49 년 역사 상 이 공원 에서 태어난 세 번 째 여성 송아지 가 되 었 다 .	0.0
82	83	코츠 월드 야생 동물 공원 의 큐레이터 인 제이미 크레이그 는 말 했 다 : ' 우리 는 현재 의 코뿔소 무리 로 엄청난 성공 을 거두 었 다 .	"코츠 월드 야생 동물 공원 의 큐레이터 인 제이미 크레이그 는 말 했 다 : ' 우리 는 현재 의 코뿔소 무리 로 엄청난 성공 을 거두 었 다 . """	0.0323
83	84	스텔라 는 낸 시 와 루비 출신 의 여섯 번 째 젊은이 로 우리 의 황소 몬티 는 훌륭 한 아빠 임 이 증명 되 었 다 .	“ 스텔라 는 낸 시 와 루비 의 여섯 번 째 젊은이 고 , 우리 황소 몬티 는 훌륭 한 아빠 로 판명 되 었 어 . ”	0.3571
84	85	' 그 는 지배 적 인 황소 와 자상 한 가부장 의 완벽 한 조합 이 다 .	“ 그 는 지배 적 인 황소 와 배려 하 는 가부장 제 의 완벽 한 조합 입니다 . ”	0.4
85	86	' 루비 가 암컷 송아지 를 생산 했 다는 것 은 특히 만족 스럽 다 . 이것 들 은 번식 프로그램 의 개발 에 필수 적 이 며 스텔라 는 결국 성공 적 인 엄마 가 되 기 를 바라 며 또 다른 컬렉션 으로 옮겨갈 것 이 다 . '	""" 루비 가 암컷 송아지 를 생산 했 다는 것 은 특히 만족 스러운 일 이 다 . 이것 들 은 번식 프로그램 의 개발 에 필수 적 이 며 스텔라 는 결국 성공 적 인 엄마 가 되 기 를 바라 며 또 다른 수집 품 으로 옮겨갈 것 이 다 . """	0.1296
86	87	루비 는 2015 년 이안 , 2017 년 앨런 등 두 아들 을 둔 적 이 있 다 .	루비 는 2015 년 이안 , 2017 년 앨런 등 두 아들 을 둔 적 이 있 다 .	0.0
87	88	앨런 은 이안 이 이탈리아 토리노 동물원 에 있 는 동안 여전히 공원 에 있 다 .	앨런 은 이안 이 이탈리아 토리노 동물원 에 있 는 동안 여전히 공원 에 있 다 .	0.0
88	89	앨런 이 겨우 1 주일 이 었 을 때 그 는 몸무게 가 11 석 정도 나갔 다 .	앨런 이 겨우 1 주일 이 었 을 때 그 는 몸무게 가 11 석 정도 나갔 다 .	0.0
89	90	감금 되 어 있 는 출생 은 극히 드문 것 으로 간주 된다 .	감금 되 어 있 는 출생 은 극히 드문 것 으로 간주 된다 .	0.0
90	91	암컷 은 2 년 반 에서 5 년 마다 번식 하 기 때문 에 성공 적 인 번식 을 위한 기회 의 창 은 제한 되 어 있 습니다 .	암컷 은 2 년 반 에서 5 년 마다 번식 하 기 때문 에 성공 적 인 번식 을 위한 기회 의 창 은 제한 되 어 있 습니다 .	0.0
91	92	공원 에 따르 면 , 전형 적 인 임신 기간 은 16 개월 에서 18 개월 사이 에 지속 되 며 , 그 후 한 마리 의 송아지 가 태어난다 .	공원 에 따르 면 , 전형 적 인 임신 기간 은 16 개월 에서 18 개월 사이 에 지속 되 며 , 그 후 한 마리 의 송아지 가 태어난다 .	0.0
92	93	코끼리 의 22 개월 임신 기간 에 의해서 만 능가 하 는 모든 육지 포유류 중 가장 긴 임신 기간 으로 간주 됩니다 .	코끼리 의 22 개월 임신 기간 에 의해서 만 능가 하 는 모든 육지 포유류 중 가장 긴 임신 기간 으로 간주 됩니다 .	0.0
93	94	갓 태어난 코뿔소 송아지 가 태어난 지 한 시간 안 에 일어설 것 이 다 .	갓 태어난 코뿔소 송아지 가 태어난 지 한 시간 안 에 일어설 것 이 다 .	0.0
94	95	일단 태어나 면 , 송아지 는 즉시 빨아들이 려고 시도 할 것 이 다 . 비록 그나 그녀 가 처음 며칠 동안 그 들 의 발 에 약간 불 안정 할 수 도 있 다 .	일단 태어나 면 , 송아지 는 즉시 빨아들이 려고 시도 할 것 이 다 . 비록 그나 그녀 가 처음 며칠 동안 그 들 의 발 에 약간 불 안정 할 수 도 있 다 .	0.0
95	96	그것 은 약 1 년 동안 어머니 로부터 빨아들이 면서 어머니 의 주 의 깊 은 눈 밑 에 남 아 있 을 것 이 다 .	그것 은 약 1 년 동안 어머니 로부터 빨아들이 면서 어머니 의 주 의 깊 은 눈 밑 에 남 아 있 을 것 이 다 .	0.0
96	97	그 들 의 유대 는 매우 강한 것 이 고 송아지 는 그녀 의 보호 로부터 이익 을 얻 으면서 적어도 2 년 동안 어머니 와 함께 있 을 것 이 다 .	그 들 의 유대 는 매우 강한 것 이 고 송아지 는 그녀 의 보호 로부터 이익 을 얻 으면서 적어도 2 년 동안 어머니 와 함께 있 을 것 이 다 .	0.0
97	98	암컷 은 공격 적 으로 자손 을 지키 고 도전 하 면 적 을 위협 하 고 있 다 .	암컷 은 공격 적 으로 자손 을 지키 고 도전 하 면 적 을 위협 하 고 있 다 .	0.0
98	99	세레나 윌리엄스 , 윔블던 코트 에 1 만 달러 벌금 부과	세레나 윌리엄스 , 윔블던 코트 에 1 만 달러 벌금 부과	0.0
99	100	테니스 전설 이 자 7 번 의 윔블던 챔피언 인 세레나 윌리엄스 는 라켓 으로 런던 연습장 을 훼손 한 혐의 로 1 만 달러 의 벌금 을 물 게 되 었 다 .	테니스 전설 이 자 7 번 의 윔블던 챔피언 인 세레나 윌리엄스 는 라켓 으로 런던 연습장 을 훼손 한 혐의 로 1 만 달러 의 벌금 을 물 게 되 었 다 .	0.0
100	101	윔블던 대회 를 주최 하 는 올 잉글랜드 클럽 은 윌리엄스 가 6 월 30 일 외부 법원 에서 열린 연습 라운드 에서 피해 를 입힌 것 으로 알려진 후 벌금 을 부과 했 다고 AP 통신 과 CNN 이 보도 했 다 .	윔블던 대회 를 주최 하 는 올 잉글랜드 클럽 은 윌리엄스 가 6 월 30 일 외부 법원 에서 열린 연습 라운드 에서 피해 를 입힌 것 으로 알려진 후 벌금 을 부과 했 다고 AP 통신 과 CNN 이 보도 했 다 .	0.0
101	102	37 세 의 테니스 스타 는 화요일 앨리슨 리스케 와 의 8 강전 에서 승리 한 후 기자 들 에게 연설 하 면서 벌금 을 면제 해 주 는 것 처럼 보였 다 .	37 세 의 테니스 스타 는 화요일 앨리슨 리스케 와 의 8 강전 에서 승리 한 후 기자 들 에게 연설 하 면서 벌금 을 면제 해 주 는 것 처럼 보였 다 .	0.0
102	103	""" 솔직히 말 해서 , 나 는 그것 에 대해 정말 생각 해 본 적 이 없 다 , "" 라고 그녀 는 벌금 에 대한 질문 에 말 했 다 ."	""" 솔직히 말 해서 , 나 는 그것 에 대해 정말 생각 해 본 적 이 없 다 , "" 라고 그녀 는 벌금 에 대한 질문 에 말 했 다 ."	0.0
103	104	방금 라켓 을 던졌 어요 .	방금 라켓 을 던졌 어요 .	0.0
104	105	벌금 을 물 었 어요 .	벌금 을 물 었 어요 .	0.0
105	106	윌리엄스 는 그것 이 어떻게 피해 를 입힐 수 있 었 는지 모른다고 말 했 다 .	윌리엄스 는 그것 이 어떻게 피해 를 입힐 수 있 었 는지 모른다고 말 했 다 .	0.0
106	107	"그녀 는 기자 들 에게 "" 내 말 은 , 네 가 나 에게 말 해준다면 , 나 는 그것 을 고맙 게 여길 것 같 아 , "" 라고 말 했 다 ."	"그녀 는 기자 들 에게 "" 내 말 은 , 네 가 나 에게 말 해준다면 , 나 는 그것 을 고맙 게 여길 것 같 아 , "" 라고 말 했 다 ."	0.0
107	108	내 말 은 , 나 는 항상 내 마음 속 에 어벤져스 였 다 .	""" 내 말 은 , 나 는 항상 마음속 의 어벤져스 였 소 ."	0.4286
108	109	어쩌면 내 가 아주 강 할지 도 모르 지 .	어쩌면 내 가 아주 강 할지 도 모르 지 .	0.0
109	110	나 도 몰라 .	"나 도 몰라 . """	0.2
110	111	윌리엄스 는 윔블던 8 번 째 우승 을 차지 했 는데 , 이것 은 그녀 의 24 번 째 그랜드 슬램 우승 이 될 것 이 다 .	윌리엄스 는 윔블던 8 번 째 우승 을 차지 했 는데 , 이것 은 그녀 의 24 번 째 그랜드 슬램 우승 이 될 것 이 다 .	0.0
111	112	그녀 는 목요일 체코 선수 바르보라 스트로 코바 와 의 단식 준결승 에 진출 하 고 있 다 .	그녀 는 목요일 체코 선수 바르보라 스트로 코바 와 의 단식 준결승 에 진출 하 고 있 다 .	0.0
112	113	윌리엄스 는 지난해 US 오픈 에서 코치 와 불법 소통 했 다고 비난 한 심판 에 맞서 자신 을 방어 한 뒤 총 17 , 000 달러 의 벌금 을 부과 받 았 다 .	윌리엄스 는 지난해 US 오픈 에서 코치 와 불법 소통 했 다고 비난 한 심판 에 맞서 자신 을 방어 한 뒤 총 17 , 000 달러 의 벌금 을 부과 받 았 다 .	0.0
113	114	"그 사건 동안 심판 은 윌리엄스 에게 3 가지 코드 위반 을 발표 했 다 . 하나 는 불법 코칭 을 받 은 것 , 하나 는 좌절감 으로 테니스 라켓 을 깨뜨린 것 , 그리고 3 분 의 1 은 심판 과 대치 하 고 그 를 "" 도둑 "" 이라고 불렀 다 ."	"그 사건 동안 심판 은 윌리엄스 에게 3 가지 코드 위반 을 발표 했 다 . 하나 는 불법 코칭 을 받 은 것 , 하나 는 좌절감 으로 테니스 라켓 을 깨뜨린 것 , 그리고 3 분 의 1 은 심판 과 대치 하 고 그 를 "" 도둑 "" 이라고 불렀 다 ."	0.0
114	115	윌리엄스 ' 의 많 은 팬 들 은 심판 이 그녀 에 대한 그 의 반응 에서 불 필요 하 게 가혹 하 다고 주장 했 는데 , 특히 스포츠 역사 상 남자 선수 들 의 붕괴 를 고려 하 면 더욱 그렇 다 .	윌리엄스 의 많 은 팬 들 은 심판 이 그녀 에 대한 그 의 반응 에서 불 필요 하 게 가혹 하 다고 주장 했 는데 , 특히 스포츠 역사 상 남자 선수 들 의 붕괴 를 고려 하 면 더욱 그렇 다 .	0.0227
115	116	""" 그 보다 훨씬 더 나쁜 짓 을 하 는 남자 가 얼마나 많 은지 아십니까 ? """	""" 그 보다 훨씬 더 나쁜 짓 을 하 는 남자 가 얼마나 많 은지 아십니까 ? """	0.0
116	117	윌리엄스 는 심판 과 의 대결 이후 경기 도중 코트 에 들어간 US 오픈 관계자 들 에게 말 했 다 .	윌리엄스 는 심판 과 의 대결 이후 경기 도중 코트 에 들어간 US 오픈 관계자 들 에게 말 했 다 .	0.0
117	118	윌리엄스 만 이 올해 윔블던 에서 벌금 을 물 었 던 것 은 아니 었 지만 , 그녀 의 것 이 가장 비싸 다 .	윌리엄스 만 이 올해 윔블던 에서 벌금 을 물 었 던 것 은 아니 었 지만 , 그녀 의 것 이 가장 비싸 다 .	0.0
118	119	이탈리아 선수 파비오 포그니니 는 25 일 미국 선수 테니스 샌드 그 렌 에게 3 라운드 에서 패한 뒤 테니스장 에서 폭탄 이 터져야 한다고 말 해 3000 달러 의 벌금 을 부과 받 았 다 .	이탈리아 선수 파비오 포그니니 는 25 일 미국 선수 테니스 샌드 그 렌 에게 3 라운드 에서 패한 뒤 테니스장 에서 폭탄 이 터져야 한다고 말 해 3000 달러 의 벌금 을 부과 받 았 다 .	0.0
119	120	호주 의 닉 키 르 기오 스 는 스포츠맨 답 지 않 은 행동 으로 3 천 달러 에 1 초 에 5 천 달러 의 벌금 을 부과 받 았 다 .	호주 의 닉 키 르 기오 스 는 스포츠맨 답 지 않 은 행동 으로 3 천 달러 에 1 초 에 5 천 달러 의 벌금 을 부과 받 았 다 .	0.0
120	121	정치 시민 : 웨스트민스터 부서 에 대항 하 고 예의 를 표 하 는 정치인 들 을 인정 하 기 위해 설립 된 새로운 상 제도	정치 시민 : 웨스트민스터 부서 에 대항 하 고 예의 를 표 하 는 정치인 들 을 인정 하 기 위해 설립 된 새로운 상 제도	0.0
121	122	그 들 의 작품 에서 예의 를 표 하 는 정치인 들 을 인정 하 기 위한 새로운 상 계획 이 세워졌 다 .	그 들 의 작품 에서 예의 를 표 하 는 정치인 들 을 인정 하 기 위한 새로운 상 계획 이 세워졌 다 .	0.0
122	123	그것 은 의회 가 복귀 한 후 웨스트민스터 에서 분열 적 인 한 주 후 에 나온 것 이 다 .	그것 은 의회 가 복귀 한 후 웨스트민스터 에서 분열 적 인 한 주 후 에 나온 것 이 다 .	0.0
123	124	그것 은 하원 의원 에 대한 위협 과 보리스 존슨 총리 같 은 사람 들 이 사용 하 는 언어 에 대한 분노 로 특징지 어 졌 다 .	그것 은 하원 의원 에 대한 위협 과 보리스 존슨 총리 같 은 사람 들 이 사용 하 는 언어 에 대한 분노 로 특징지 어 졌 다 .	0.0
124	125	"이 부서 에 대항 하 기 위해 , 올해 의 정치인 이 자선 단체 에 기부 하 기 위해 3 , 000 파운드 를 받 게 되 는 "" 정치 의 시민 "" 상 이 금요일 에 발표 되 었 다 ."	"이 부서 에 대항 하 기 위해 , 올해 의 정치인 이 자선 단체 에 기부 하 기 위해 3 , 000 파운드 를 받 게 되 는 "" 정치 의 시민 "" 상 이 금요일 에 발표 되 었 다 ."	0.0
125	126	보리스 존슨 은 하원 에서 사용 했 던 언어 의 어조 로 비난 을 받 아 왔 다 .	보리스 존슨 은 하원 의원 실 에서 사용 했 던 언어 의 어조 로 비판 을 받 아 왔 다 .	0.1429
126	127	"스튜어트 경은 상 을 발표 하 면서 "" 영국 의 정치 가 신뢰 의 위기 와 예의 의 위기 에 직면 해 있 다는 것 에 모두 가 동의 한다 ."	"스튜어트 경은 상 을 발표 하 면서 "" 영국 의 정치 가 신뢰 의 위기 와 예의 의 위기 에 직면 해 있 다는 것 에 모두 가 동의 한다 "" 고 말 했 다 ."	0.1389
127	128	""" 브렉 시트 를 둘러싼 계속 되 는 논쟁 에서 분열 과 쓰라림 이 고조 되 면서 정치 는 이러 한 추세 를 반영 하 는 것 이 아니 라 이 를 물리침 으로써 대응 해야 한다고 강력히 믿 고 있 다 ."	"브렉 시트 를 둘러싼 계속 되 는 논쟁 에서 분열 과 쓰라림 이 고조 되 면서 정치 는 이런 추세 를 반영 하 는 것 이 아니 라 이 를 물리침 으로써 대응 해야 한다고 강 하 게 믿 고 있 다 . """	0.1364
128	129	""" 이 상 들 은 다른 정치 적 설득력 이 없 는 공공 생활 에서 한 무리 의 사람 들 이 품위 와 예의 범절 로 자신 들 의 주장 을 주장 하 는 정치인 들 에게 스포트라이트 를 비추 려는 작 은 시도 로 , 우리 모두 에게 영향 을 미치 는 분열 을 가로질러 사람 들 과 참여 하 고 일 할 수 있 다 . """	""" 이 상 들 은 다른 정치 적 설득력 이 없 는 공공 생활 에서 한 무리 의 사람 들 이 품위 와 예의 범절 로 자신 들 의 주장 을 주장 하 는 정치인 들 에게 스포트라이트 를 비추 려는 작 은 시도 로 , 우리 모두 에게 영향 을 미치 는 분열 을 가로질러 사람 들 과 참여 하 고 일 할 수 있 다 . """	0.0
129	130	내년 3 월 시상식 과 함께 토요일 에 후보작 이 열린다 .	내년 3 월 시상식 과 함께 토요일 에 후보작 이 열린다 .	0.0
130	131	"앰버 러드 전 내각 장관 은 오늘 스탠더드 와 의 단독 인터뷰 에서 존슨 전 총리 가 "" 폭력 을 조장 하 는 공격 적 인 언어 를 배치 했 다 "" 고 비난 했 다 . """	"앰버 러드 전 내각 장관 은 오늘 스탠더드 와 의 단독 인터뷰 에서 존슨 전 총리 가 "" 폭력 을 조장 하 는 공격 적 인 언어 를 배치 했 다 "" 고 비난 했 다 . """	0.0
131	132	"존슨 씨 는 하원 의원 들 에 대한 위협 을 "" 개탄 한다 "" 고 말 했 다 ."	"존슨 씨 는 하원 의원 들 에 대한 위협 을 "" 개탄 한다 "" 고 말 했 다 ."	0.0
132	133	제스 필립스 는 죽음 의 위협 을 받 은 후 ' 무서워 ' 했 다 .	제스 필립스 , ' 두려워 ' 죽음 의 위협 을 받 은 후 ' 무서워 '	0.4375
133	134	"존슨 씨 를 비판 한 또 다른 한 사람 인 노동당 제스 필립스 하원 의원 은 한 남자 가 자신 의 선거구 사무실 의 "" 문 을 두드리 려다가 "" 체포 되 었 다고 말 했 다 ."	"존슨 씨 를 비판 한 또 다른 한 사람 인 노동당 제스 필립스 하원 의원 은 한 남자 가 자신 의 선거구 사무실 의 "" 문 을 두드리 려다가 "" 체포 되 었 다고 말 했 다 ."	0.0
134	135	한편 자유민주당 조 스윈 슨 대표 는 어린 아이 들 중 한 명 에게 한 위협 에 따라 경찰 에 신고 했 다 .	한편 자유민주당 조 스윈 슨 대표 는 어린 아이 들 중 한 명 에게 한 위협 에 따라 경찰 에 신고 했 다 .	0.0
135	136	그리고 바이러스 성 트위터 실 에서 , 노동당 의 이베트 쿠퍼 의 딸 인 엘리 쿠퍼 는 콕스 여사 의 살인 사건 이후 어머니 에 대한 두려움 을 묘사 했 다 .	그리고 바이러스 성 트위터 실 에서 노동당 의 이베트 쿠퍼 하원 의원 의 딸 엘리 쿠퍼 는 콕스 여사 의 살인 사건 이후 어머니 에 대한 두려움 을 묘사 했 다 .	0.125
136	137	"그녀 는 존슨 씨 가 "" 의원 들 에게 폭력 을 조장 하 는 데 도움 이 되 는 언어 를 사용 한다 "" 고 비난 했 다 ."	"그녀 는 존슨 씨 가 "" 의원 들 에게 폭력 을 조장 하 는 데 도움 이 되 는 언어 를 사용 한다 "" 고 비난 했 다 ."	0.0
137	138	David Attenborough 는 동물 과 색깔 에 관한 새로운 다큐멘터리 를 작업 하 고 있 다 .	David Attenborough 는 동물 과 색깔 에 관한 새로운 다큐멘터리 를 작업 하 고 있 다 .	0.0
138	139	데이비드 애튼버러 는 93 세 지만 상징 적 인 자연 전문가 는 아직 속도 를 늦추 지 않 고 있 다 .	데이비드 애튼버러 는 93 세 지만 상징 적 인 자연 전문가 는 아직 속도 를 늦추 지 않 고 있 다 .	0.0
139	140	아니 , 그 의 획기 적 인 넷플릭스 다큐멘터리 ' 우리 행성 ' 의 성공 이후 , 많 은 사랑 을 받 고 있 는 이 스타 는 또 다른 시리즈 인 ' Life In Color ' 로 돌아올 예정 이 다 .	아니 , 그 의 획기 적 인 넷플릭스 다큐멘터리 ' 우리 행성 ' 의 성공 이후 , 많 은 사랑 을 받 고 있 는 이 스타 는 또 다른 시리즈 인 ' Life In Color ' 로 돌아올 예정 이 다 .	0.0
140	141	이번 에 는 두 아이 의 아버지 가 특히 프로그램 을 위해 만들 어 진 첨단 카메라 를 통해 동물 들 이 어떻게 그 들 의 삶 에서 색 을 사용 하 는지 살펴볼 것 이 다 .	이번 에 는 두 아이 의 아버지 가 특히 프로그램 을 위해 만들 어 진 첨단 카메라 를 통해 동물 들 이 어떻게 그 들 의 삶 에서 색 을 사용 하 는지 살펴볼 것 이 다 .	0.0
141	142	"BBC 는 이 스타 가 "" 일반 적 으로 인간 의 눈 에 보이 지 않 는 색깔 의 세계 "" 를 보여 주 는 것 을 목표 로 하 고 있 으며 , 그것 은 정말 매혹 적 으로 들린다고 밝혔 다 ."	"BBC 는 이 스타 가 "" 일반 적 으로 인간 의 눈 에 보이 지 않 는 색깔 의 세계 "" 를 보여 주 는 것 을 목표 로 하 고 있 으며 , 그것 은 정말 매혹 적 으로 들린다고 밝혔 다 ."	0.0
142	143	하지만 , 팬 들 이 다가오 는 개봉 을 열망 하 고 있 음 에 도 불구 하 고 , 우리 모두 는 2021 년 까지 스크린 에 떨어지 지 않 을 것 이 기 때문 에 꼼짝 않 고 앉 아 있 을 필요 가 있 는 것 같 다 .	하지만 , 팬 들 이 다가오 는 개봉 을 열망 하 고 있 음 에 도 불구 하 고 , 우리 모두 는 2021 년 까지 스크린 에 떨어지 지 않 을 것 이 기 때문 에 꼼짝 않 고 앉 아 있 을 필요 가 있 는 것 같 다 .	0.0
143	144	하지만 우리 는 그것 이 기다릴 가치 가 있 을 것 이 라고 확신 한다 .	하지만 우리 는 그것 이 기다릴 가치 가 있 을 것 이 라고 확신 한다 .	0.0
144	145	이달 초 , 데이비드 는 런던 에서 열린 명망 있 는 시상식 에서 TV 초이스 평생 공로상 을 받 았 다 .	이달 초 , 데이비드 는 런던 에서 열린 명망 있 는 시상식 에서 TV 초이스 평생 공로상 을 받 았 다 .	0.0
145	146	그 국보 가 그 의 경력 에 대해 수백만 달러 를 즐겁 게 해왔 는데 , 그것 은 지금 까지 60 년 동안 지속 되 어 왔 다 .	그 국보 가 그 의 경력 에 대해 수백만 달러 를 즐겁 게 해왔 는데 , 그것 은 지금 까지 60 년 동안 지속 되 어 왔 다 .	0.0
146	147	"기자 는 징 을 수집 할 때 "" 실제로 ."	"기자 는 징 을 수집 할 때 "" 실제로 ."	0.0
147	148	내 가 하 는 일 이 항상 재미있 지 는 않 고 , 때때로 사람 들 은 그 들 이 좋 아 하 지 않 는 것 들 을 듣 는다 !	"내 가 하 는 일 이 항상 재미있 지 는 않 고 , 때로 는 사람 들 이 싫 어 하 는 말 을 듣 는다 ! """	0.4286
148	149	""" 하지만 이것 은 영광 이 고 큰 기쁨 이 다 . """	""" 하지만 이것 은 영광 이 고 큰 기쁨 이 다 . """	0.0
149	150	"TV 초이스 는 우승자 에 대해 "" 데이비드 애튼버러 경은 영국 영웅 이 아니 라 세계 적 인 아이콘 이 다 . """	"TV 초이스 는 우승자 에 대해 "" 데이비드 애튼버러 경은 영국 영웅 이 아니 라 세계 적 인 아이콘 이 다 . """	0.0
150	151	이번 주 , 데이비드 는 극지 연구 선 의 이름 이 그 의 이름 을 따 서 다시 한 번 축하 받 았 다 .	이번 주 , 데이비드 는 극지 연구 선 의 이름 이 그 의 이름 을 따 서 다시 한 번 축하 받 았 다 .	0.0
151	152	이 스타 는 윌리엄 왕자 와 케이트 왕자 와 함께 머지 사이드 버 켄 헤드 에 있 는 캠멜 레어드 조선소 에서 명명식 을 가졌 다 .	이 스타 는 윌리엄 왕자 와 케이트 왕자 와 함께 머지 사이드 버 켄 헤드 에 있 는 캠멜 레어드 조선소 에서 명명식 을 가졌 다 .	0.0
152	153	"그 는 "" 세상 이 위대 하 고 큰 문제 에 직면 하 고 있 으며 , 그 문제 를 가장 잘 알 고 있 는 사람 들 이 이 세상 을 물려받 을 오늘날 의 젊은이 들 이 라는 것 은 여러분 중 누구 에게 도 새로운 소식 이 아니 다 ."	"그 는 "" 세상 이 위대 하 고 큰 문제 에 직면 하 고 있 으며 , 그 문제 를 가장 잘 알 고 있 는 사람 은 이 세상 을 물려받 을 오늘날 의 젊은이 들 이 라는 것 은 여러분 중 누구 에게 도 새로운 소식 이 아니 다 . "" 라고 말 했 다 ."	0.1379
153	154	""" 위대 한 문제 는 그것 을 해결 하 기 위해 훌륭 한 연구 와 사실 이 필요 하 다 ."	""" 위대 한 문제 는 그것 을 해결 하 기 위해 훌륭 한 연구 와 사실 이 필요 하 다 . """	0.0455
154	155	""" 이 놀라운 배 는 오늘 세상 을 마주 하 고 있 는 문제 들 을 다룰 과학 을 찾 고 , 사실 을 알아내 기 위해 , 그리고 내일 점점 더 그렇게 할 것 이 다 . """	""" 이 놀라운 배 는 오늘 세상 을 마주 하 고 있 는 문제 들 을 다룰 과학 을 찾 고 , 사실 을 알아내 기 위해 , 그리고 내일 점점 더 그렇게 할 것 이 다 . """	0.0
155	156	Life In Color 는 2021 년 BBC Two 에서 방영 될 것 으로 예상 되 며 넷플릭스 는 세계 적 인 권리 를 유지 할 것 이 라고 한다 .	Life In Color 는 2021 년 BBC Two 에서 방영 될 것 으로 예상 되 며 넷플릭스 는 세계 적 인 권리 를 유지 할 것 이 라고 한다 .	0.0
156	157	우크라 이나 스캔들 : 펠로 시 는 바 가 ' 잘못 된 ' 것 이 라고 말 한다 ; 전 미국 관리 들 은 조사 를 지지 한다 .	우크라 이나 스캔들 : 펠로 시 는 바 가 ' 잘못 된 ' 것 이 라고 말 한다 ; 전 미국 관리 들 은 조사 를 지지 한다 .	0.0
