	Segment ID	Before_tokens	After_tokens	TER
72	73	그 커플 은 17 개월 된 아이 와 아빠 사이 이 다 .	그 커플 은 17 개월 된 진실 의 엄마 아빠 입니다 .	0.5
73	74	Khloe Kardashian 이 새로운 Kardashians 시리즈 16 예고편 에서 바람난 남자 친구 Tristan Thompson 에게 눈물 을 흘리 며 비명 을 지른다 .	클로이 카다시안 이 새 킵 업 위드 더 카다시안 시리즈 16 예고편 에서 바람난 남자 친구 트리스탄 톰슨 에게 눈물 을 흘리 며 비명 을 지른다 .	0.3704
74	75	"더 선 은 지난달 트리스탄 이 클로이 를 그리스 로 로맨틱 한 여행 에 초대 할 계획 이 라고 밝혔 다 . """	"더 선 은 지난달 트리스탄 이 클로이 를 그리스 로 로맨틱 한 여행 에 초대 할 계획 이 라고 밝혔 다 . """	0.0
75	76	클로이 는 트리스탄 의 연애 내내 계속 된 바람피우 기 때문 에 마음 이 아팠 지만 올해 초 딸 트루 의 돌잔치 에 그 를 초대 했 다 .	클로이 는 트리스탄 의 연애 내내 계속 된 바람피우 기 때문 에 마음 이 아팠 지만 올해 초 딸 트루 의 돌잔치 에 그 를 초대 했 다 .	0.0
76	77	하지만 , 이 스타 의 가족 리얼리티 쇼 Keep Up With The Kardashians 는 나중 에 클로이 가 그 의 불륜 을 받아들이 기 위해 고군분투 하 자 눈물 을 흘리 며 행사 가 끝 났 다는 것 을 보여 주 었 다 .	하지만 , 이 스타 의 가족 리얼리티 쇼 Keep Up With The Kardashians 는 나중 에 클로이 가 그 의 불륜 을 받아들이 기 위해 고군분투 하 자 눈물 을 흘리 며 행사 가 끝 났 다는 것 을 보여 주 었 다 .	0.0
77	78	아기 코뿔소 가 엄마 에게 코웃음 을 치 며 새로운 집 을 탐험 하 는 모습 이 귀여운 사진 에 담겨 있 다 .	아기 코뿔소 가 엄마 에게 코웃음 을 치 며 새로운 집 을 탐험 하 는 모습 이 귀여운 사진 에 담겨 있 다 .	0.0
78	79	아기 스텔라 는 이달 초 옥스퍼드셔 의 코츠 월드 야생동물 공원 에서 환영 을 받 았 으며 부모 인 몬티 와 루비 사이 에서 태어난 첫 여성 이 다 .	아기 스텔라 는 이달 초 옥스퍼드셔 의 코츠 월드 야생동물 공원 에서 환영 을 받 았 으며 부모 인 몬티 와 루비 사이 에서 태어난 첫 여성 이 다 .	0.0
79	80	건강 하 게 잘 간호 하 고 있 는 이 어린이 는 엄마 와 함께 짚 을 깔 고 쉬 기 전 에 그녀 의 인클로저 에 대해 궁금해하 는 모습 을 볼 수 있 다 .	건강 하 게 잘 간호 하 고 있 는 이 어린이 는 엄마 와 함께 짚 을 깔 고 쉬 기 전 에 그녀 의 인클로저 에 대해 궁금해하 는 모습 을 볼 수 있 다 .	0.0
80	81	마더 루비 는 2009 년 낸시 라는 또 다른 암컷 과 함께 야생 동물 공원 에 합류 하 여 몬 티 와 함께 공원 최초 의 송아지 를 생산 하 기 를 희망 했 다 .	마더 루비 는 2009 년 낸시 라는 또 다른 암컷 과 함께 야생 동물 공원 에 합류 하 여 몬 티 와 함께 공원 최초 의 송아지 를 생산 하 기 를 희망 했 다 .	0.0
81	82	낸시 는 2013 년 아스트리드 라는 암컷 을 낳 았 고 스텔라 는 49 년 역사 상 세 번 째 로 공원 에서 태어난 암컷 송아지 다 .	낸시 는 2013 년 아스트리드 라는 암컷 을 낳 았 고 스텔라 는 49 년 역사 상 세 번 째 로 공원 에서 태어난 암컷 송아지 다 .	0.0
82	83	코츠 월드 야생 동물 공원 의 큐레이터 제이미 크레이그 는 ' 우리 는 현재 의 코뿔소 무리 로 엄청난 성공 을 거두 었 다 .	코츠 월드 야생 동물 공원 의 큐레이터 제이미 크레이그 는 ' 우리 는 현재 코뿔소 무리 로 엄청난 성공 을 거두 었 다 ' 고 말 했 다 .	0.2069
83	84	스텔라 는 낸 시 와 루비 의 여섯 번 째 막내 이 고 우리 의 황소 몬티 는 훌륭 한 아빠 로 증명 되 었 습니다 .	""" 스텔라 는 낸 시 와 루비 의 여섯 번 째 아이 로 우리 황소 몬티 가 훌륭 한 아빠 라는 것 이 증명 되 었 습니다 . """	0.3103
84	85	그 는 지배 적 인 황소 와 보살피 는 가부장 제 의 완벽 한 조합 이 다 .	""" 그 는 지배 적 인 황소 와 보살피 는 가부장 제 의 완벽 한 조합 입니다 . """	0.2105
85	86	' 특히 루비 가 암컷 송아지 를 생산 했 다는 것 은 만족 스러운 일 이 다 . 이 는 번식 프로그램 개발 에 필수 적 인 요소 이 며 , 스텔라 자신 도 성공 적 인 어미 가 되 기 위해 결국 다른 수집 품 으로 옮길 것 이 다 . '	""" 루비 가 암컷 송아지 를 생산 했 다는 것 은 특히 만족 스러운 일 입니다 . 이 송아지 는 번식 프로그램 개발 에 필수 적 이 며 , 스텔라 자신 도 성공 적 인 어미 가 되 기 위해 결국 다른 수집 품 으로 옮길 것 입니다 . """	0.2
86	87	루비 는 2015 년 이안 과 2017 년 앨런 이 라는 두 아들 을 낳 은 적 이 있 다 .	루비 는 2015 년 이안 과 2017 년 앨런 이 라는 두 아들 을 낳 은 적 이 있 다 .	0.0
87	88	이안 이 이탈리아 토리노 동물원 에 있 는 동안 앨런 은 여전히 공원 에 있 다 .	이안 이 이탈리아 토리노 동물원 에 있 는 동안 앨런 은 여전히 공원 에 있 다 .	0.0
88	89	앨런 이 태어난 지 1 주일 이 되 었 을 때 그 의 몸무게 는 11 스톤 정도 였 다 .	앨런 이 태어난 지 1 주일 이 되 었 을 때 그 의 몸무게 는 11 스톤 정도 였 다 .	0.0
89	90	감금 상태 에서 태어나 는 것 은 매우 드문 일 로 여겨진다 .	감금 상태 에서 태어나 는 것 은 매우 드문 일 로 여겨진다 .	0.0
90	91	암컷 은 2 년 반 에서 5 년 에 한 번 씩 만 번식 하 기 때문 에 성공 적 인 번식 을 할 수 있 는 기회 는 제한 되 어 있 습니다 .	암컷 은 2 년 반 에서 5 년 에 한 번 씩 만 번식 하 기 때문 에 성공 적 인 번식 을 할 수 있 는 기회 는 제한 되 어 있 습니다 .	0.0
91	92	공원 에 따르 면 , 일반 적 인 임신 기간 은 16 개월 에서 18 개월 사이 이 며 , 그 이후 에 는 한 마리 의 송아지 가 태어난다 .	공원 에 따르 면 , 일반 적 인 임신 기간 은 16 개월 에서 18 개월 사이 이 며 , 그 이후 에 는 한 마리 의 송아지 가 태어난다 .	0.0
92	93	코끼리 의 임신 기간 은 22 개월 에 불과 한 육상 포유 류 중 가장 긴 임신 기간 으로 여겨진다 .	코끼리 의 임신 기간 은 22 개월 에 불과 한 육상 포유 류 중 가장 긴 임신 기간 으로 여겨진다 .	0.0
93	94	새로 태어난 코뿔소 새끼 는 태어난 지 1 시간 이내 에 일어설 것 입니다 .	새로 태어난 코뿔소 새끼 는 태어난 지 1 시간 이내 에 일어설 것 입니다 .	0.0
94	95	새끼 는 태어나 자마자 젖 을 먹 으려 할 것 이 다 . 비록 새끼 가 처음 며칠 동안 은 발 이 불 안정 할 수 있 지만 말 이 다 .	새끼 는 태어나 자마자 젖 을 먹 으려 할 것 이 다 . 비록 새끼 가 처음 며칠 동안 은 발 이 불 안정 할 수 있 지만 말 이 다 .	0.0
95	96	어미 의 눈 아래 서 약 1 년 동안 젖 을 빨 게 될 것 이 다 .	어미 의 눈 아래 서 약 1 년 동안 젖 을 빨 게 될 것 이 다 .	0.0
96	97	그 들 의 유대감 은 매우 강하 며 송아지 는 어미 에게 최소한 2 년 이상 남 아 보호 받 을 것 입니다 .	그 들 의 유대감 은 매우 강하 며 송아지 는 어미 에게 최소한 2 년 이상 남 아 보호 받 을 것 입니다 .	0.0
97	98	암컷 은 공격 적 으로 새끼 를 보호 하 고 도전 하 면 적 들 을 위협 한다 .	암컷 은 공격 적 으로 새끼 를 보호 하 고 도전 하 면 적 들 을 위협 한다 .	0.0
98	99	세레나 윌리엄스 , 윔블던 코트 훼손 혐의 로 벌금 1 만 달러 부과	세레나 윌리엄스 , 윔블던 코트 훼손 혐의 로 벌금 1 만 달러 부과	0.0
99	100	테니스 전설 이 자 윔블던 7 회 우승자 인 세레나 윌리엄스 가 라켓 으로 런던 연습장 을 훼손 한 혐의 로 1 만 달러 의 벌금 을 물 게 됐 다 .	테니스 전설 이 자 윔블던 7 회 우승자 인 세레나 윌리엄스 가 라켓 으로 런던 연습장 을 훼손 한 혐의 로 1 만 달러 의 벌금 을 물 게 됐 다 .	0.0
100	101	윔블던 대회 를 주최 하 는 올 잉글랜드 클럽 은 윌리엄스 가 지난달 30 일 코트 밖 에서 연습 중 피해 를 입힌 것 으로 알려 지 면서 벌금 을 부과 했 다고 AP 와 CNN 이 전했 다 .	윔블던 대회 를 주최 하 는 올 잉글랜드 클럽 은 윌리엄스 가 지난달 30 일 코트 밖 에서 연습 중 피해 를 입힌 것 으로 알려 지 면서 벌금 을 부과 했 다고 AP 와 CNN 이 전했 다 .	0.0
101	102	이 37 세 의 테니스 스타 는 화요일 앨리슨 리스케 와 의 8 강전 에서 승리 한 후 기자 들 에게 말 을 하 는 동안 벌금 을 무시 하 는 것 처럼 보였 다 .	이 37 세 의 테니스 스타 는 화요일 앨리슨 리스케 와 의 8 강전 에서 승리 한 후 기자 들 에게 말 을 하 는 동안 벌금 을 무시 하 는 것 처럼 보였 다 .	0.0
102	103	"벌금 에 대한 질문 에 그녀 는 "" 솔직히 생각 해 본 적 이 없 다 "" 고 말 했 다 ."	"벌금 에 대한 질문 에 그녀 는 "" 솔직히 생각 해 본 적 이 없 다 "" 고 말 했 다 ."	0.0
103	104	방금 라켓 을 던졌 어요 .	방금 라켓 을 던졌 어요 .	0.0
104	105	벌금형 을 받 았 어요 .	벌금형 을 받 았 어요 .	0.0
105	106	윌리엄스 는 그게 어떻게 피해 를 줄 수 있 었 는지 몰랐 다고 했 어요	윌리엄스 는 그게 어떻게 피해 를 줄 수 있 었 는지 몰랐 다고 했 어요	0.0
106	107	""" 제 말 은 , 제게 말씀 해 주 신다면 , 저 는 감사 할 것 같 습니다 , "" 라고 그녀 는 기자 들 에게 말 했 다 ."	""" 제 말 은 , 제게 말씀 해 주 신다면 , 저 는 감사 할 것 같 습니다 , "" 라고 그녀 는 기자 들 에게 말 했 다 ."	0.0
107	108	내 말 은 , 난 항상 마음속 으로 복수 자 였 어 .	""" 내 말 은 , 나 는 항상 마음속 으로 복수 자 였 어 ."	0.2
108	109	내 가 엄청 강한가 봐	내 가 엄청 강한가 봐	0.0
109	110	몰라 .	"몰라 . """	0.3333
110	111	윌리엄스 는 통산 8 번 째 윔블던 우승 으로 24 번 째 그랜드 슬램 우승 을 달성 했 다 .	윌리엄스 는 통산 8 번 째 윔블던 우승 으로 24 번 째 그랜드 슬램 우승 을 달성 했 다 .	0.0
111	112	그 는 13 일 체코 바르보라 스 트 뢰 코바 와 의 단식 준결승 에 진출 한다 .	그 는 13 일 체코 바르보라 스 트 뢰 코바 와 의 단식 준결승 에 진출 한다 .	0.0
112	113	윌리엄스 는 지난해 US 오픈 에서 경기 도중 코치 와 불 법 적 으로 교신 했 다고 비난 한 심판 을 상대 로 자신 을 변호 해 1 만 7000 달러 의 벌금형 을 선고 받 았 다 .	윌리엄스 는 지난해 US 오픈 에서 경기 도중 코치 와 불 법 적 으로 교신 했 다고 비난 한 심판 을 상대 로 자신 을 변호 해 1 만 7000 달러 의 벌금형 을 선고 받 았 다 .	0.0
113	114	"그 사건 동안 심판 은 윌리엄스 에게 세 번 의 코드 위반 을 발표 했 다 . 하나 는 불법 코치 를 받 은 것 이 고 , 다른 하나 는 좌절감 에 테니스 라켓 을 부러뜨린 것 이 고 , 다른 하나 는 심판 과 맞서 서 "" 도둑 "" 이라고 부른 것 이 다 ."	"그 사건 동안 심판 은 윌리엄스 에게 세 번 의 코드 위반 을 발표 했 다 . 하나 는 불법 코치 를 받 은 죄 로 , 다른 하나 는 좌절감 에 테니스 라켓 을 부순 죄 로 , 그리고 다른 하나 는 심판 과 맞서 서 그 를 "" 도둑 "" 이라고 부른 후 였 다 . """	0.2203
114	115	많 은 윌리엄스 팬 들 은 심판 이 그녀 에 대한 반응 , 특히 남자 선수 들 에 대한 반응 에서 불 필요 하 게 가혹 했 다고 주장 했 다 .	많 은 윌리엄스 의 팬 들 은 심판 이 그녀 에 대한 반응 , 특히 남자 선수 들 에 대한 반응 에서 불 필요 하 게 가혹 했 다고 주장 했 다 .	0.0303
115	116	""" 그것 보다 훨씬 더 나쁜 짓 을 하 는 사람 이 얼마나 더 많 은지 아세요 ? """	""" 그것 보다 훨씬 더 나쁜 짓 을 하 는 사람 이 얼마나 더 많 은지 아세요 ? """	0.0
116	117	윌리엄스 는 경기 도중 심판 과 맞붙 은 뒤 코트 에 들어간 US 오픈 관계자 들 에게 이렇게 말 했 다 .	윌리엄스 는 경기 도중 심판 과 맞붙 은 뒤 코트 에 들어간 US 오픈 관계자 들 에게 이렇게 말 했 다 .	0.0
117	118	윌리엄스 만 이 올해 윔블던 에서 벌금형 을 받 은 것 은 아니 었 지만 가장 많 은 비용 이 들 었 다 .	윌리엄스 만 이 올해 윔블던 에서 벌금형 을 받 은 것 은 아니 었 지만 가장 많 은 비용 이 들 었 다 .	0.0
118	119	"이탈리아 선수 파비오 포그니니 가 테니스 코트 에서 미국 선수 테니스 샌드 그 렌 에게 3 라운드 에서 패한 뒤 "" 폭탄 이 터져야 한다 "" 고 말 해 벌금 3000 달러 를 선고 받 았 다 ."	"이탈리아 선수 파비오 포그니니 가 테니스 코트 에서 미국 선수 테니스 샌드 그 렌 에게 3 라운드 에서 패한 뒤 "" 폭탄 이 터져야 한다 "" 고 말 해 벌금 3000 달러 를 선고 받 았 다 ."	0.0
119	120	호주 의 닉 키 르 지오 스 는 스포츠맨 답 지 않 은 행동 으로 인해 한 명 은 3 , 000 달러 에 , 한 명 은 5 , 000 달러 에 두 번 째 벌금 을 물 었 습니다 .	호주 의 닉 키 르 지오 스 는 스포츠맨 답 지 않 은 행동 으로 인해 한 명 은 3 , 000 달러 에 , 한 명 은 5 , 000 달러 에 두 번 째 벌금 을 물 었 습니다 .	0.0
120	121	정치 에서 의 예의 : 웨스트민스터 사단 에 맞서 고 예의 바른 정치인 들 을 인정 하 기 위해 마련 된 새로운 상 제도	정치 에서 의 예의 : 웨스트민스터 사단 에 맞서 고 예의 바른 정치인 들 을 인정 하 기 위해 마련 된 새로운 상 제도	0.0
121	122	업무 에 예의 를 표 하 는 정치인 들 을 인정 하 기 위한 새로운 상 제도 가 마련 되 었 다 .	업무 에 예의 를 표 하 는 정치인 들 을 인정 하 기 위한 새로운 상 제도 가 마련 되 었 다 .	0.0
122	123	의회 가 복귀 한 후 웨스트민스터 에서 분열 된 한 주 가 지난 후 다 .	의회 가 복귀 한 후 웨스트민스터 에서 분열 된 한 주 가 지난 후 다 .	0.0
123	124	그것 은 하원 의원 에 대한 위협 과 보리스 존슨 같 은 총리 들 이 사용 하 는 언어 에 대한 분노 로 두드러졌 다 .	그것 은 하원 의원 에 대한 위협 과 보리스 존슨 같 은 총리 들 이 사용 하 는 언어 에 대한 분노 로 두드러졌 다 .	0.0
124	125	"분열 에 대응 하 기 위해 , "" 정치 에서 의 시민 상 "" 이 금요일 발표 되 었 고 올해 의 정치인 은 자선 단체 에 기부 할 3 , 000 파운드 의 상금 을 받 게 되 었 다 ."	"분열 에 대응 하 기 위해 , "" 정치 에서 의 시민 상 "" 이 금요일 발표 되 었 고 올해 의 정치인 은 자선 단체 에 기부 할 3 , 000 파운드 의 상금 을 받 게 되 었 다 ."	0.0
125	126	보리스 존슨 은 하원 에서 사용 한 언어 의 어조 로 비난 을 받 아 왔 다 .	보리스 존슨 은 하원 에서 사용 해 온 언어 의 어조 로 비난 을 받 아 왔 다 .	0.1053
126	127	"스튜어트 경은 수상 소식 을 전하 며 "" 영국 정치 가 신뢰 의 위기 와 공손 함 의 위기 에 직면 했 다는 데 모두 가 동의 한다 "" 고 말 했 다 ."	"스튜어트 경은 수상 소식 을 전하 며 "" 영국 의 정치 가 신뢰 의 위기 와 공손 함 의 위기 에 직면 해 있 다는 데 모두 가 동의 한다 "" 고 말 했 다 ."	0.0833
127	128	"이어 "" 브렉 시트 를 둘러싼 계속 되 는 논쟁 에서 분열 과 씁쓸 함 이 고조 됨 에 따라 정치 권 은 이러 한 경향 을 반영 하 기 보 다는 거부 함 으로써 대응 해야 한다고 본다 "" 고 강조 했 다 ."	"이어 "" 브렉 시트 를 둘러싼 계속 되 는 논쟁 에서 분열 과 씁쓸 함 이 고조 되 고 있 는 만큼 정치 권 은 이러 한 흐름 을 반영 해서 가 아니 라 거부 함 으로써 대응 해야 한다고 본다 "" 고 강조 했 다 ."	0.2128
128	129	""" 이러 한 상 들 은 공직 생활 에 종사 하 는 사람 들 의 작 은 시도 입니다 . 정치 적 설득 이 전혀 없 고 , 품위 와 공손 함 으로 자신 들 의 주장 을 주장 하 는 정치인 들 에게 스포트라이트 를 비추 기 위한 것 입니다 . 그리고 우리 모두 에게 영향 을 미치 는 분열 에 걸쳐 사람 들 과 교류 하 고 협력 할 수 있 습니다 . """	""" 이러 한 상 은 공직 생활 에 종사 하 는 사람 들 의 작 은 시도 로 , 예의 와 공손 함 으로 자신 의 주장 을 주장 하 는 정치인 들 에게 스포트라이트 를 비추 고 , 우리 모두 에게 영향 을 미치 는 분열 에 걸쳐 사람 들 과 교류 하 고 협력 할 수 있 습니다 . """	0.2903
129	130	후보 작 은 25 일 개막 하 며 내년 3 월 시상식 이 열린다 .	후보 작 은 25 일 개막 하 며 내년 3 월 시상식 이 열린다 .	0.0
130	131	"앰버 러드 전 국무 장관 은 오늘 스탠더드 와 의 단독 인터뷰 에서 존슨 전 장관 이 폭력 을 조장 하 는 공격 적 인 언어 를 구사 했 다고 비난 했 습니다 . """	"앰버 러드 전 국무 장관 은 오늘 스탠더드 와 의 단독 인터뷰 에서 존슨 전 장관 이 폭력 을 조장 하 는 공격 적 인 언어 를 구사 했 다고 비난 했 습니다 . """	0.0
131	132	"존슨 씨 는 하원 의원 에 대한 협박 을 "" 비방 "" 한다고 말 했 다 ."	"존슨 씨 는 하원 의원 에 대한 협박 을 "" 비방 "" 한다고 말 했 다 ."	0.0
132	133	제스 필립스 가 ' 두려워 ' 죽음 의 위협 을 받 고 ' 겁먹 다 '	제스 필립스 , ' 두려워 ' 죽음 의 위협 을 받 고 ' 겁먹 었 어 '	0.1765
133	134	존슨 의원 을 비난 한 또 다른 의원 인 제스 필립스 노동당 의원 은 목요일 한 남성 이 자신 이 파시스트 라고 외치 다가 선거구 사무실 문 을 걷 어 차려다 체포 됐 다고 말 했 다 .	존슨 의원 을 비난 한 또 다른 의원 인 제스 필립스 노동당 의원 은 목요일 한 남성 이 자신 이 파시스트 라고 외치 다가 선거구 사무실 문 을 걷 어 차려다 체포 됐 다고 말 했 다 .	0.0
134	135	한편 , 자유민주당 조 스윈 슨 대표 는 그녀 의 어린 자녀 중 한 명 에게 위협 이 가해 지 자 경찰 에게 말 했 다 .	한편 , 자유민주당 조 스윈 슨 대표 는 그녀 의 어린 자녀 중 한 명 에게 위협 이 가해 지 자 경찰 에게 말 했 다 .	0.0
135	136	이베트 쿠퍼 노동당 하원 의원 의 딸 엘리 쿠퍼 는 콕스 양 의 살해 이후 자신 의 어머니 에 대한 두려움 에 대해 다음 과 같이 말 했 다 .	이베트 쿠퍼 노동당 하원 의원 의 딸 엘리 쿠퍼 는 콕스 양 의 살해 이후 자신 의 어머니 에 대한 두려움 에 대해 글 을 올렸 다 .	0.1786
136	137	"그녀 는 존슨 씨 가 "" 의원 에 대한 폭력 을 선동 하 는 데 도움 이 되 는 언어 를 사용 했 다 "" 고 비난 했 다 ."	"그녀 는 존슨 씨 가 "" 의원 에 대한 폭력 을 선동 하 는 데 도움 이 되 는 언어 를 사용 했 다 "" 고 비난 했 다 ."	0.0
137	138	동물 과 색깔 에 관한 새로운 다큐멘터리 를 제작 하 는 데이비드 애튼버러	동물 과 색깔 에 관한 새로운 다큐멘터리 를 제작 하 는 데이비드 애튼버러	0.0
138	139	데이비드 애튼버러 ( David Attenborough ) 는 93 세 지만 자연 계 의 상징 적 인 전문가 인 데이비드 애튼버러 는 아직 속도 를 늦추 지 않 고 있 다 .	데이비드 애튼버러 ( David Attenborough ) 는 93 세 지만 자연 계 의 상징 적 인 전문가 인 데이비드 애튼버러 는 아직 속도 를 늦추 지 않 고 있 다 .	0.0
139	140	아니요 , 넷플릭스 다큐멘터리 ' 아워 플래닛 ' 의 성공 이후 , 많 은 사랑 을 받 고 있 는 스타 는 또 다른 시리즈 로 돌아올 예정 입니다 . ' 라이프 인 컬러 ( Life In Color .	아니요 , 넷플릭스 다큐멘터리 ' 아워 플래닛 ' 의 성공 이후 , 많 은 사랑 을 받 고 있 는 스타 는 또 다른 시리즈 로 돌아올 예정 입니다 . ' 라이프 인 컬러 ( Life In Color .	0.0
140	141	이번 에 는 , 두 아이 의 아버지 가 이 프로그램 을 위해 특별히 만들 어 진 첨단 카메라 를 통해 동물 들 이 어떻게 그 들 의 삶 에서 색 을 사용 하 는지 살펴볼 것 이 다 .	이번 에 는 , 두 아이 의 아버지 가 이 프로그램 을 위해 특별히 만들 어 진 첨단 카메라 를 통해 동물 들 이 어떻게 그 들 의 삶 에서 색 을 사용 하 는지 살펴볼 것 이 다 .	0.0
141	142	"BBC 는 이 스타 가 "" 보통 사람 의 눈 에 보이 지 않 는 색 의 세계 "" 를 보여 주 는 것 을 목표 로 하 고 있 다고 밝혔으며 , 이 는 정말 매력 적 으로 들린다 ."	"BBC 는 이 스타 가 "" 보통 사람 의 눈 에 보이 지 않 는 색 의 세계 "" 를 보여 주 는 것 을 목표 로 하 고 있 다고 밝혔으며 , 이 는 정말 매력 적 으로 들린다 ."	0.0
142	143	하지만 팬 들 이 이번 개봉 을 간절히 바라 고 있 음 에 도 불구 하 고 2021 년 까지 스크린 에 떨어지 지 않 을 것 이 기 때문 에 우리 모두 긴장 해야 할 것 같 다 .	하지만 팬 들 이 이번 개봉 을 간절히 바라 고 있 음 에 도 불구 하 고 2021 년 까지 스크린 에 떨어지 지 않 을 것 이 기 때문 에 우리 모두 긴장 해야 할 것 같 다 .	0.0
143	144	하지만 기다릴 가치 가 있 을 거 라고 확신 해요 .	하지만 기다릴 가치 가 있 을 거 라고 확신 해요 .	0.0
144	145	이달 초 , 데이비드 는 런던 에서 열린 권위 있 는 시상식 에서 TV Choice Lifetime Achievement Award 를 받 았 다 .	이달 초 , 데이비드 는 런던 에서 열린 권위 있 는 시상식 에서 TV Choice Lifetime Achievement Award 를 받 았 다 .	0.0
145	146	이 국보 는 지금 까지 60 년 동안 그 의 경력 동안 수백만 명 의 사람 들 에게 즐거움 을 주 었 다 .	이 국보 는 지금 까지 60 년 동안 그 의 경력 동안 수백만 명 의 사람 들 에게 즐거움 을 주 었 다 .	0.0
146	147	"기자 는 징 을 수집 할 때 "" 정말 입니다 . "" 라고 열변 을 토했 다 ."	"기자 는 징 을 수집 할 때 "" 정말 입니다 . "" 라고 열변 을 토했 다 ."	0.0
147	148	내 가 하 는 일 이 항상 즐겁 지 는 않 아 . 그리고 가끔 사람 들 은 그 들 이 좋 아 하 지 않 는 말 을 듣 기 도 해 !	"제 가 하 는 일 이 항상 즐겁 지 는 않 고 , 때때로 사람 들 은 그 들 이 좋 아 하 지 않 는 말 을 듣 습니다 ! """	0.2812
148	149	""" 하지만 이것 은 영광 이 고 큰 기쁨 입니다 . """	""" 하지만 이것 은 영광 이 고 큰 기쁨 입니다 . """	0.0
149	150	"TV 초이스 는 수상자 에 대해 "" 아직 도 일 하 고 , 배우 고 , 프로그램 을 만드 는 데이비드 애튼버러 경은 영국 의 영웅 일 뿐 아니 라 세계 적 인 아이콘 이 다 "" 라고 말 했 다 ."	"TV 초이스 는 수상자 에 대해 "" 아직 도 일 하 고 , 배우 고 , 프로그램 을 만드 는 데이비드 애튼버러 경은 영국 의 영웅 일 뿐 아니 라 세계 적 인 아이콘 이 다 "" 라고 말 했 다 ."	0.0
150	151	이번 주 , 데이빗 은 북극 연구 선 이 그 의 이름 을 따 서 명명 되 면서 다시 한 번 기념 되 었 다 .	이번 주 , 데이빗 은 북극 연구 선 이 그 의 이름 을 따 서 명명 되 면서 다시 한 번 기념 되 었 다 .	0.0
151	152	이 스타 는 머지 사이드 버 켄 헤드 에 있 는 카멜 레어드 조선소 에서 윌리엄 왕자 와 케이트 둘 다와 함께 명명식 을 가졌 다 .	이 스타 는 머지 사이드 버 켄 헤드 에 있 는 카멜 레어드 조선소 에서 윌리엄 왕자 와 케이트 둘 다와 함께 명명식 을 가졌 다 .	0.0
152	153	"그 는 "" 세계 가 크 고 큰 문제 에 직면 해 있 다는 것 은 여러분 에게 새로운 소식 이 아니 며 , 오늘날 가장 잘 알 고 있 는 것 은 이 세상 을 물려받 을 젊은이 들 입니다 ."	"그 는 "" 세계 가 크 고 큰 문제 에 직면 해 있 다는 것 은 여러분 에게 새로운 소식 이 아니 며 , 가장 잘 알 고 있 는 것 은 이 세상 을 물려받 을 오늘날 의 젊은이 들 "" 이라고 말 했 다 ."	0.1489
153	154	""" 위대 한 문제 는 해결 하 기 위해 훌륭 한 연구 와 사실 을 필요 로 합니다 ."	""" 훌륭 한 문제 는 해결 하 기 위해 훌륭 한 연구 와 사실 을 필요 로 합니다 . """	0.1
154	155	""" 그것 이 바로 이 놀라운 우주선 이 지금 세계 가 직면 하 고 있 는 문제 를 해결 할 과학 과 내일 점점 더 많 은 과학 을 찾 기 위해 이 곳 에서 하 게 될 것 입니다 . """	""" 그것 이 바로 이 놀라운 우주선 이 지금 세계 가 직면 하 고 있 는 문제 를 해결 할 과학 과 내일 점점 더 많 은 과학 을 찾 기 위해 이 곳 에서 하 게 될 것 입니다 . """	0.0
155	156	Life In Color 는 2021 년 BBC Two 에서 방영 될 예정 이 며 넷플릭스 는 전 세계 적 인 권리 를 유지 할 것 이 라고 한다 .	Life In Color 는 2021 년 BBC Two 에서 방영 될 예정 이 며 넷플릭스 는 전 세계 적 인 권리 를 유지 할 것 이 라고 한다 .	0.0
156	157	우크라 이나 스캔들 : 펠로시 , 바 ' 불쾌 하 다 ' 고 주장 ; 전직 미 관리 들 조사	우크라 이나 스캔들 : 펠로시 , 바 ' 불쾌 하 다 ' 고 주장 ; 전직 미 관리 들 조사	0.0
157	158	낸시 펠로시 하원 의장 이 26 일 ( 현지 시간 ) 윌리엄 바 미국 법무 장관 이 우크라 이나 지도자 와 통화 한 것 과 관련 해 도널드 트럼프 대통령 을 보호 하 기 위해 ' 불법 행위 ' 를 했 다고 비난 해 탄핵 심문 이 이어지 고 있 다 .	낸시 펠로시 하원 의장 이 26 일 ( 현지 시간 ) 윌리엄 바 미국 법무 장관 이 우크라 이나 지도자 와 통화 한 것 과 관련 해 도널드 트럼프 대통령 을 보호 하 기 위해 ' 불법 행위 ' 를 했 다고 비난 해 탄핵 심문 이 이어지 고 있 다 .	0.0
158	159	캘리포니아 민주당 의 이 같 은 발언 은 신 원미 상 의 정보 당국자 가 마이클 앳킨슨 정보 부 장관 에게 제출 한 불만 사항 발표 에 이 은 것 이 다 .	캘리포니아 민주당 의 이 같 은 발언 은 신 원미 상 의 정보 당국자 가 마이클 앳킨슨 정보 부 장관 에게 제출 한 불만 사항 발표 에 이 은 것 이 다 .	0.0
159	160	앳킨슨 은 국가 정보 국장 조셉 맥과이어 에게 넘겼 다 .	앳킨슨 은 국가 정보 국장 조셉 맥과이어 에게 넘겼 다 .	0.0
