	Segment ID	Source Segment	Segment Origin	Ref	Ref_rating	MT_Z	MT_Z_rating	MT_Y	MT_Y_rating
52	53	Thomas Cook was founded in 1841 by a 32-year-old cabinet-maker and former Baptist preacher who began offering one-day rail excursions from Leicester to Loughborough for a shilling.	b	토마스 쿡은 1841년 한 32세 청년에 의해 설립되었다. 가구공이자 침례교 목사였던 그는 단돈 1실링으로 레스터에서 러프버러를 여행하는 당일 철도 여행 상품을 팔기 시작했다.	1	토마스 쿡은 1841년 32세의 내각 제작자이자 침례교 설교자에 의해 설립되었으며, 레스터에서 러프 버러까지 1 실링을 위해 하루 동안의 철도 여행을 시작했습니다.	1	토마스 쿡은 1841년 레스터에서 러프버러까지 1실링으로 하루 동안 철도여행을 제공하기 시작한 32세의 내각제자이자 전 침례교 설교자에 의해 설립되었다.	1
53	54	From there, it went on to become one of the world's largest holiday companies, marking its 175th anniversary three years ago.	b	그 후, 회사는 세계 최대 규모의 여행업체로 성장했고, 3년 전 설립 175주년을 기념했다.	1	거기서부터 3년 전 175주년을 기념하여 세계 최대의 휴가 회사 중 하나가 되었다.	2	이후 3년 전 창립 175주년을 맞이하며 세계 최대 명절 기업 중 하나가 되었다.	2
54	55	"A PPF spokesperson said: ""Insolvency events, like the liquidation of Thomas Cook, are exactly why the PPF was set up."	b	연금보호기금 대변인에 따르면, “토마스 쿡의 청산과 같은 지급불능 사태에 대비해 연금보호기금이 설립된 것이다.”	1	"PPF 대변인은 ""토머스 쿡의 청산과 같은 파산 사건이 바로 PPF가 설치된 이유""라고 말했다."	1	"PPF 대변인은 ""토마스 쿡의 청산처럼 난처한 사건들이 PPF를 설립하게 된 정확한 이유""라고 말했다."	1
55	56	We are here to protect the financial futures of members belonging to defined benefit pension schemes and they should take comfort knowing we are here to protect them.	b	“우리는 확정 급여형 연금제도에 가입한 고객의 금융 선물을 보호하기 위해 존재하며, 그들은 우리가 보호한다는 사실에 안심해도 된다.”	1	"""우리는 확정급여연금제도에 속하는 회원들의 재정적인 미래를 보호하기 위해 여기에 왔고 그들은 우리가 그들을 보호하기 위해 여기에 있다는 것을 알고 위안을 삼아야 한다."""	1	"그는 ""우리는 확정급여연금제도에 속한 회원들의 재정미래를 보호하기 위해 여기에 있으며, 그들은 우리가 그들을 보호하기 위해 이곳에 있다는 것을 알고 위안을 삼아야 한다."""	1
56	57	A spokesman for Thomas Cook's pension trustees declined to comment on Friday.	b	토마스 쿡의 연금 이사회 대변인은 금요일 언급을 거부했다.	2	토마스 쿡의 연금 수탁자 대변인은 금요일에 언급을 회피했다.	1	토마스 쿡의 연금관리위원회 대변인은 금요일 언급을 거부했다.	2
57	58	Civility in Politics: New awards scheme set up to counter Westminster division and recognise politicians who show courtesy	a	신사적인 정치: 영국의 분열을 막고자 예의 있는 정치인을 표창하는 새 수상 제도 마련해	1	정치 시민: 웨스트민스터 부서에 대항하고 예의를 표하는 정치인들을 인정하기 위해 설립된 새로운 상 제도	3	정치에서의 예의: 웨스트민스터 사단에 맞서고 예의바른 정치인들을 인정하기 위해 마련된 새로운 상 제도	2
58	59	A new awards scheme has been set up to recognise politicians who show courtesy in their work.	a	공직 중 예의를 갖춘 정치인을 표창하기 위한 새로운 수상 제도가 마련되었다.	1	그들의 작품에서 예의를 표하는 정치인들을 인정하기 위한 새로운 상 계획이 세워졌다.	2	업무에 예의를 표하는 정치인들을 인정하기 위한 새로운 상 제도가 마련되었다.	1
59	60	It comes after a divisive week in Westminster following the return of Parliament.	a	이 제도는 의회의 복귀로 영국 의회와 정부가 분열된 한 주를 보낸 후에 발표되었다.	3	그것은 의회가 복귀한 후 웨스트민스터에서 분열적인 한 주 후에 나온 것이다.	1	의회가 복귀한 후 웨스트민스터에서 분열된 한 주가 지난 후다.	2
60	61	It was marked by threats against MPs and outrage over the language used by the likes of Prime Minister Boris Johnson.	a	당시는 하원의원이 협박을 받고 보리스 존슨 영국 총리급 공직자들이 말실수를 하여 분노로 점철된 시간이었다.	1	그것은 하원의원에 대한 위협과 보리스 존슨 총리 같은 사람들이 사용하는 언어에 대한 분노로 특징지어졌다.	2	그것은 하원의원에 대한 위협과 보리스 존슨 같은 총리들이 사용하는 언어에 대한 분노로 두드러졌다.	2
61	62	"To counter the division, the ""Civility in Politics"" awards were announced on Friday, with the politician of the year to be awarded £3,000 to give to charity."	a	이 같은 분열 상황을 방지하기 위해 지난 금요일 ‘신사정치’상이 공식 발표되었고, 올해의 정치인에게는 상금 3천 파운드를 수여하여 자선단체에 기부한다.	1	"이 부서에 대항하기 위해, 올해의 정치인이 자선단체에 기부하기 위해 3,000파운드를 받게 되는 ""정치의 시민""상이 금요일에 발표되었다."	3	"분열에 대응하기 위해, ""정치에서의 시민상""이 금요일 발표되었고 올해의 정치인은 자선단체에 기부할 3,000파운드의 상금을 받게 되었다."	2
62	63	Boris Johnson has been criticised for the tone of language he has used in the Commons chamber.	a	보리스 존슨 총리는 하원에서 사용했던 어조 때문에 비난을 받아왔다.	1	보리스 존슨은 하원 의원실에서 사용했던 언어의 어조로 비판을 받아왔다.	1	보리스 존슨은 하원에서 사용해 온 언어의 어조로 비난을 받아왔다.	2
63	64	"Lord Stewart, announcing the awards, said: ""Everyone agrees that politics in the UK is facing a crisis of trust and a crisis of civility.”"	a	로드 스튜어트는 이 상을 발표하며 다음과 같이 밝혔다 : “영국 정치에서 신뢰와 예절이 위기에 직면했다는 데 우리 모두 동의한다.”	1	"스튜어트 경은 상을 발표하면서 ""영국의 정치가 신뢰의 위기와 예의의 위기에 직면해 있다는 것에 모두가 동의한다""고 말했다."	2	"스튜어트 경은 수상 소식을 전하며 ""영국의 정치가 신뢰의 위기와 공손함의 위기에 직면해 있다는 데 모두가 동의한다""고 말했다."	2
64	65	As divisions and bitterness mount in the continuing debates around Brexit, we strongly believe that politics has to respond not by mirroring these trends, but by bucking them.”	a	“브렉시트에 대한 계속되는 논쟁으로 분열과 응어리가 쌓여가는 상황이지만, 우리는 정치란 이런 추세를 반영할 게 아니라 이에 맞서 싸우는 방식으로 해결해나가는 것이라고 굳게 믿는다.”	1	"브렉시트를 둘러싼 계속되는 논쟁에서 분열과 쓰라림이 고조되면서 정치는 이런 추세를 반영하는 것이 아니라 이를 물리침으로써 대응해야 한다고 강하게 믿고 있다."""	1	"이어 ""브렉시트를 둘러싼 계속되는 논쟁에서 분열과 씁쓸함이 고조되고 있는 만큼 정치권은 이러한 흐름을 반영해서가 아니라 거부함으로써 대응해야 한다고 본다""고 강조했다."	1
65	66	"These awards are a small attempt by a group of people in public life — of different and no political persuasions — to shine a spotlight on politicians who argue their case with decency and civility, and are able to engage and work with people across the divides that affect us all."""	a	“이 상은 자신의 주장을 펼침에 있어 품위와 예의를 갖추는 정치인, 당파를 넘어 모든 사람들과 교류하고 협력하는 정치인을 본보기로 세우기 위해 (정치적 신념이 다르거나 아예 없는) 소수 공직자들이 하고 있는 작은 시도이다.”	3	"""이 상들은 다른 정치적 설득력이 없는 공공 생활에서 한 무리의 사람들이 품위와 예의범절로 자신들의 주장을 주장하는 정치인들에게 스포트라이트를 비추려는 작은 시도로, 우리 모두에게 영향을 미치는 분열을 가로질러 사람들과 참여하고 일할 수 있다."""	1	"""이러한 상은 공직생활에 종사하는 사람들의 작은 시도로, 예의와 공손함으로 자신의 주장을 주장하는 정치인들에게 스포트라이트를 비추고, 우리 모두에게 영향을 미치는 분열에 걸쳐 사람들과 교류하고 협력할 수 있습니다."""	2
66	67	Nominations will open on Saturday, with an award ceremony in March next year.	a	후보 추천은 토요일에 시작되며, 시상식은 내년 3월에 열린다.	1	내년 3월 시상식과 함께 토요일에 후보작이 열린다.	2	후보작은 25일 개막하며 내년 3월 시상식이 열린다.	2
67	68	"In an exclusive interview with the Standard, former Cabinet minister Amber Rudd today accused Mr Johnson of deploying aggressive language that ""does incite violence."""	a	앰버 러드 전 장관이 오늘 진행된 더 스탠더드와의 독점 인터뷰에서 존슨 총리가 ‘폭력을 부추기는’ 공격적인 말투를 쓴다고 비난했다.	1	"앰버 러드 전 내각 장관은 오늘 스탠더드와의 단독 인터뷰에서 존슨 전 총리가 ""폭력을 조장하는 공격적인 언어를 배치했다""고 비난했다."""	1	"앰버 러드 전 국무장관은 오늘 스탠더드와의 단독 인터뷰에서 존슨 전 장관이 폭력을 조장하는 공격적인 언어를 구사했다고 비난했습니다."""	1
68	69	"Mr Johnson, for his part, said he ""deplores"" threats made against MPs."	a	존슨 총리는 자신으로서는 하원의원들에 대한 협박이 ‘개탄스러운 일’이라고 밝혔다.	1	"존슨 씨는 하원의원들에 대한 위협을 ""개탄한다""고 말했다."	2	"존슨 씨는 하원의원에 대한 협박을 ""비방""한다고 말했다."	3
69	70	Jess Phillips, 'frightened' after receiving 'be afraid' death threats.	a	‘두려워하라’라는 살인 협박을 받고 ‘겁에 질린’ 제스 필립스 의원.	1	제스 필립스, '두려워' 죽음의 위협을 받은 후 '무서워'	2	제스 필립스, '두려워' 죽음의 위협을 받고 '겁먹었어'	2
70	71	"On Thursday, Labour MP Jess Phillips — another one of those to have criticised Mr Johnson — said a man was arrested after trying to ""kick the door"" of her constituency office while reportedly shouting that she was a ""fascist."""	a	제스 필립스 노동당 하원의원은 존슨 총리를 비난한 의원 중 하나로, 한 남성이 자신의 선거 사무소 ‘문을 걷어 차려고’ 시도하며 자신을 ‘파시스트’라고 소리지르다가 체포됐다고 지난 목요일 밝혔다.	1	"존슨 씨를 비판한 또 다른 한 사람인 노동당 제스 필립스 하원의원은 한 남자가 자신의 선거구 사무실의 ""문을 두드리려다가"" 체포되었다고 말했다."	2	존슨 의원을 비난한 또 다른 의원인 제스 필립스 노동당 의원은 목요일 한 남성이 자신이 파시스트라고 외치다가 선거구 사무실 문을 걷어차려다 체포됐다고 말했다.	3
71	72	Liberal Democrat leader Jo Swinson, meanwhile, was speaking to police following threats made to one of her young children.	a	한편, 조 스윈슨 자유민주당 대표는 자신의 어린 자녀가 협박당해 경찰에 신고했다.	1	한편 자유민주당 조 스윈슨 대표는 어린 아이들 중 한 명에게 한 위협에 따라 경찰에 신고했다.	2	한편, 자유민주당 조 스윈슨 대표는 그녀의 어린 자녀 중 한 명에게 위협이 가해지자 경찰에게 말했다.	1
72	73	And in a viral Twitter thread, Ellie Cooper, the daughter of senior Labour MP Yvette Cooper, described her fears for her mother in the wake of Ms Cox's murder.	a	또한 노동당의 원로 하원의원인 이베트 쿠퍼의 딸 엘리 쿠퍼는 콕스 의원이 살해된 후 자신의 어머니가 걱정된다고 트위터 스레드에 남겼다.	1	그리고 바이러스성 트위터 실에서 노동당의 이베트 쿠퍼 하원의원의 딸 엘리 쿠퍼는 콕스 여사의 살인 사건 이후 어머니에 대한 두려움을 묘사했다.	3	이베트 쿠퍼 노동당 하원의원의 딸 엘리 쿠퍼는 콕스 양의 살해 이후 자신의 어머니에 대한 두려움에 대해 글을 올렸다.	2
73	74	"She accused Mr Johnson of ""using language that helps incite violence toward MPs."""	a	그녀는 존슨 총리가 “사용하는 말투가 하원의원에 대한 폭력을 조장한다”고 비난했었다.	2	"그녀는 존슨 씨가 ""의원들에게 폭력을 조장하는 데 도움이 되는 언어를 사용한다""고 비난했다."	1	"그녀는 존슨씨가 ""의원에 대한 폭력을 선동하는 데 도움이 되는 언어를 사용했다""고 비난했다."	1
74	75	The Who STOP concert last night: Friday and Sunday shows CANCELLED	b	더 후, 지난밤 콘서트 중단해: 금요일, 일요일 공연 모두 취소	1	어젯밤 Who STOP 콘서트: 금요일과 일요일은 CANCELLED를 보여준다.	2	어젯밤의 Who STOP 콘서트: 금요일과 일요일은 Canceled를 방영합니다.	2
75	76	Rock legends The Who are on a major US tour.	b	록계의 전설적인 밴드 더 후가 대규모 미국 투어 중이다.	1	록 전설 The Who are on a jiginal US tour.	2	록의 전설 더 후가 미국 메이저 투어를 하고 있다.	1
76	77	In Houston, Texas, Roger Daltrey was forced to call off the concert less than halfway through.	b	로저 돌트리는 텍사스 휴스턴에서 열린 콘서트를 절반도 하지 않고 도중에 취소해야 했다.	1	텍사스 휴스턴에서 로저 달트리는 중간도 안 되는 시간에 콘서트를 취소해야 했다.	1	텍사스주 휴스턴에서 로저 달트리는 공연을 절반도 채 못 가서 취소해야만 했다.	1
77	78	"The 75-year-old told the disappointed audience: ""I think I should quit while I'm ahead."""	b	향년 75세인 그는 실망한 관중에게 이렇게 말했다. “할 수 있을 때 그만둬야겠다.”	2	"75세의 이 선수는 실망한 청중들에게 ""내가 앞서 있는 동안 그만둬야 할 것 같다."""	1	"75세의 노인은 실망한 청중들에게 ""내가 앞서 있을 때 그만둬야 한다고 생각한다."""	1
78	79	The band had performed eight songs already but promised to try and return for another show one day in the future.	b	이 밴드는 이미 8곡이나 연주했지만 나중에 다른 공연으로 돌아올 수 있도록 노력하겠다고 약속했다.	1	밴드는 이미 8 곡을 연주했지만 언젠가 다른 쇼를 위해 다시 노력하겠다고 약속했습니다.	2	이 밴드는 이미 8곡을 공연했지만 언젠가 또 다른 공연을 위해 노력하겠다고 약속했다.	2
79	80	Watch the video of how it all unfolded on stage.	b	무대에서 이 모든 일이 어떻게 벌어졌는지는 영상을 통해 확인할 수 있다.	1	무대에서 어떻게 펼쳐졌는지 비디오를 보라.	2	무대 위에서 어떻게 펼쳐졌는지 영상을 보세요.	2
80	81	After playing classic 1982 track Eminence Front, Daltrey called it quits. 	b	돌트리는 대표적인 1982년 트랙인 에미넌스 프론트를 연주한 후 공연 중단을 요청했다.	1	1982년 클래식 트랙 Eminence Front를 연주한 후, Daltrey는 그것을 그만두라고 불렀다.	3	1982년 클래식 트랙인 Emliance Front를 연주한 후, Daltrey는 그것을 그만두었다.	2
81	82	he has struggled with vocal issues and apparently is under strict instructions from his surgeon.	b	그는 성대에 이상이 생겨 문제를 겪고 있었고 주치의의 엄격한 주의를 받은 상태였다.	2	그는 성대 문제로 고생해왔고 외과의사의 엄격한 지시를 받고 있는 것 같다.	1	발성 문제로 어려움을 겪고 있고 외과의의 엄격한 지시를 받고 있는 것으로 보입니다.	1
82	83	The British star told the crowd he couldn't go on with the show: 	b	영국의 스타인 돌트리는 관중들에게 공연을 계속할 수 없다고 다음과 같이 말했다.	1	그 영국 스타는 군중들에게 그 쇼를 계속할 수 없다고 말했다.	1	이 영국 스타는 관중들에게 공연을 계속할 수 없다고 말했다.	1
83	84	If I carry on trying to do what I'm doing for you, I'm going to damage myself.	b	여러분을 위해 공연을 계속하면 내가 다칠 것이다.	1	"""내가 너를 위해 하는 일을 계속하려고 하면, 나는 내 자신을 손상시킬 거야."	1	"""만약 내가 당신을 위해 하는 일을 계속하려고 한다면, 나는 나 자신을 해칠 것입니다."	1
84	85	I think I should quit while I'm ahead…	b	할 수 있을 때 그만해야겠다…	1	내가 앞서가는 동안 그만둬야 할 것 같아...	2	내가 앞서 있을 때 그만둬야 할 것 같아…	2
85	86	Last time, I ended up in hospital for a month and I'm not going there again. Sorry.	b	"지난번에는 결국 한 달 간 병원에 입원했다. 또 가고 싶지 않다. 죄송하다."""	1	"지난번에는 한 달 동안 병원에 입원했는데 다시는 그곳에 가지 않을 거야. 미안."""	1	"저번에는 병원에 한 달 동안 입원했는데 다시는 안 갈 거예요. 죄송합니다."""	1
86	87	"Pete Townshend explained what was going on to the audience: ""It sounds like he cannot do any more, I'm afraid..."""	b	"피트 타운젠드는 관중들에게 무슨 일인지 다음과 같이 설명했다. ""돌트리가 더 이상 연주할 수 없는 모양이다… 유감스럽지만”"	1	"피트 타운센드는 청중들에게 무슨 일이 일어나고 있는지 설명했다. ""더 이상 할 수 없는 것 같아, 유감스럽게도..."""	3	"피트 타운센드는 관객들에게 무슨 일이 벌어지고 있는지 설명했다. ""그가 더 이상 할 수 없는 것처럼 들리는데, 유감스럽게도..."""	2
87	88	The band left the stage, originally suggesting they would try to work out the rest of the set without Roger.	b	더후는 무대를 떠났고 처음에는 로저 없이 나머지 무대를 진행해보겠다고 제안하긴 했었다.	3	밴드는 원래 로저없이 나머지 세트를 해결하려고할 것이라고 제안하면서 무대를 떠났습니다.	1	밴드는 무대를 떠났고, 원래 Roger 없이 나머지 세트를 해결하려고 노력하겠다고 암시했다.	2
88	89	"When he returned, Townsend said: ""I'm really, really sorry."	b	"로저가 돌아오자 타운젠드는 이렇게 말했다. ""정말 정말 죄송하다."	1	"그가 돌아왔을 때, 타운센드는 말했다: ""정말, 정말 미안해."	1	"그가 돌아왔을 때 타운센드는 ""정말 정말 죄송합니다."	2
89	90	Roger cannot actually speak now.	b	로저는 사실 지금 말을 할 수 없는 상태다.”	1	로저는 지금 실제로 말을 할 수 없다.	2	Roger는 지금 실제로 말할 수 없습니다.	2
90	91	Apparently, before the show, he saw a doctor, and you know, he's been singing so f***ing great through this tour.	b	“로저가 공연 전에 분명히 병원에 갔었고, 알다시피 투어 내내 존X 노래를 잘했다.	1	"""분명히 쇼 전에 의사를 만났는데, 이번 투어를 통해 정말 f**를 부르고 있는 겁니다."	1	"""분명히, 쇼 전에 그는 의사를 만났고, 알다시피, 그는 이번 투어를 통해 노래를 아주 잘 불렀습니다."	1
91	92	I don't know what the f*** is going on. 	b	어떻게 된 일인지 존X 모르겠다.	1	나는 f***가 무슨 일이 일어나고 있는지 모른다.	2	에프**가 무슨 일인지 모르겠어.	2
92	93	He has been on top of his game.	b	로저는 항상 자기가 하는 일에 최고였다.”	1	그는 최고의 실력을 발휘했다.	1	그는 그의 기량을 최고로 발휘해 왔다.	1
93	94	I'm really sorry this has happened to you guys tonight…	b	“여러분에게 오늘 밤에 이런 일이 벌어져 정말 죄송하다…	1	"""오늘 밤 너희들에게 이런 일이 생겨서 정말 미안해..."	1	"""오늘 밤 이런 일이 일어나게 되어 정말 유감입니다."	1
94	95	"I don't think there is much point trying to put anything together that makes any sense because this is Roger's show and he's not in good shape."""	b	어떤 괜찮은 걸로 공연을 메꾸려는 게 의미가 없는 것 같다. 왜냐하면 이건 로저가 주인공이고 그의 컨디션이 좋지 않기 때문이다.”	1	"로저의 쇼고 몸매가 좋지 않기 때문에 말이 되는 것을 종합하려고 노력하는 것은 별 의미가 없다고 생각한다."""	3	"이건 로저의 쇼이고 상태가 좋지 않기 때문에 말이 되는 어떤 것을 함께 하려고 하는 것은 의미가 없다고 생각합니다."""	2
95	96	The crowd was completely supportive, cheering the 74-year-old as he explained what had happened and how the band hoped to return to honour their commitment to the show.	b	타운젠드(74)가 그간 있었던 에피소드와 자신들이 얼마나 다시 돌아와서 공연에 최선을 다하고 싶은지 설명하자 관중들은 그를 응원하며 매우 협조적인 모습을 보였다.	1	군중들은 74세의 이 선수가 무슨 일이 일어났는지, 그리고 밴드가 어떻게 쇼에 대한 그들의 헌신을 기리기 위해 돌아오기를 희망했는지 설명하면서 완전히 지지했다.	2	관중들은 이 74세의 소년이 무슨 일이 일어났는지, 그리고 이 밴드가 이 공연에 대한 헌신을 기리기 위해 어떻게 돌아오길 원하는지 설명해주며 그를 응원했다.	2
96	97	"Townsend said; ""We will publish a date for our return as soon as we can."	b	"타운젠드는 이렇게 말했다. ""가능한한 빨리 공연 날짜를 발표하겠다."	1	"타운센드는 ""가능한 한 빨리 귀환 날짜를 발표할 것""이라고 말했다."	2	"Townsend는 ""우리는 가능한 한 빨리 귀국 날짜를 발표할 것입니다."	3
97	98	Let me explain one thing... 	b	한 가지만 설명하겠다…	1	한 가지만 설명하겠습니다.	1	한 가지 설명하지	1
98	99	We only do one day on, one day off.	b	우리는 하루 공연하고 하루는 쉰다.	1	하루만 쉬고 하루만 쉬면 돼	3	하루만 하고 하루만 쉬어요.	2
99	100	This is because Roger's vocal surgeon insists he has a day off...	b	"그 이유는 로저의 성대 담당의가 하루는 쉬어야 한다고 했기 때문이다…"""	1	로저의 성대 외과의가 하루 쉬어야 한다고 주장하기 때문이지...	2	왜냐하면 로저의 성악외과 의사가 로저가 하루 쉰다고 해서...	3
100	101	I swear to you we will come back and we will honour your tickets.	b	“여러분에게 우리가 꼭 돌아와서 여러분의 티켓이 의미가 있도록 하겠다고 맹세한다.	1	"""우리가 다시 돌아와서 네 표를 기릴 것을 맹세한다."	2	"""약속하건대 우리는 돌아올 것이고 당신의 표를 받을 것입니다."	3
101	102	I love you so much and I'm sorry to let you down.	b	"정말 사랑하고 실망시켜 죄송하다."""	1	"널 너무 사랑하고 실망시켜서 미안해."""	1	"너무 사랑하고 실망시켜서 미안해."""	1
102	103	Following the show, the upcoming Friday and Sunday night concerts in Dallas and Denver were cancelled.	b	공연이 끝난 후 댈러스와 덴버에서 열릴 예정이던 금요일과 일요일 밤 콘서트는 취소되었다.	1	쇼가 끝난 후 달라스와 덴버에서 열리는 금요일과 일요일 밤 콘서트가 취소되었습니다.	1	이 쇼에 이어 금요일과 일요일 밤 댈러스와 덴버에서 열릴 콘서트가 취소되었다.	1
103	104	Their next show is on October 9 in San Francisco.	b	다음 공연은 10월 9일 샌프란시스코에서 열린다.	1	그들의 다음 쇼는 10월 9일 샌프란시스코에서 열린다.	1	그들의 다음 공연은 10월 9일 샌프란시스코에서 열린다.	1
104	105	The band will open their UK tour in Manchester n March 16, 2020.	b	더후는 2020년 3월 16일 맨체스터에서 영국 투어를 시작할 예정이다.	1	이 밴드는 2020년 3월 16일 맨체스터에서 영국 투어를 열 것이다.	2	밴드는 2020년 3월 16일 맨체스터에서 영국 투어를 시작할 것이다.	1
